PLD (Å),LCD (Å),Sacc (m2/g-1),φ,NCO2 at 10 bar (mol/kg)
25.88743,27.19275,0.869683,7458.97,8.1163569283
22.82004,23.29383,0.925231,6801.37,4.7618874828
12.97015,15.41947,0.833517,5367.82,7.3971405485
15.47196,19.86292,0.910742,6950.4,4.6571955961
19.52255,22.24322,0.91893,6885.02,4.9929715785
19.31144,21.14713,0.678108,3653.69,5.6643082892
22.38927,24.46206,0.931602,7017.7,4.2948721123
11.77346,14.24561,0.819482,4972.86,6.270788139
17.68269,19.65231,0.802799,5759.59,6.7746779094
9.20814,13.36568,0.779985,5912.33,5.240733336
11.2812,15.36936,0.822909,5835.31,6.6425420664
19.90712,21.95935,0.907191,6375.01,4.3395100932
16.87735,19.81274,0.887516,6989.09,4.4910773713
10.42462,15.90783,0.818217,5444.97,8.1597833479
18.00932,20.33325,0.821784,7473.03,6.7834804071
13.93784,17.2416,0.842892,5700.8,6.3564703608
18.61302,19.87802,0.844539,6503.41,7.2364979246
11.03233,16.50938,0.844406,6255.75,5.9009330902
8.44134,13.57997,0.704455,3888.65,8.2902260748
11.67388,15.21597,0.768916,4709.79,6.58919363
17.80527,24.0692,0.835079,4747.18,4.2390090867
14.27006,19.5628,0.858693,6458.22,5.3722376389
23.83382,27.61174,0.884534,5689.43,4.8316730719
8.71621,13.15238,0.744478,4917.98,7.1545613499
14.46185,34.39465,0.882115,5549.43,3.6433084837
28.4362,35.90488,0.941976,7147.83,5.2000973148
18.37184,23.71531,0.920259,7218.85,4.8423031692
13.67147,16.65785,0.833166,6272.05,6.4140922788
15.88605,17.9642,0.806615,5733.12,7.7921884797
20.78985,34.56386,0.907375,6408.26,5.7914354605
14.40799,33.66349,0.887159,5653.87,3.8877141771
11.01453,16.39232,0.834888,6305.57,5.9463142441
8.78205,22.8898,0.806815,5007.61,4.9924053855
27.91338,35.60951,0.942338,6963.77,5.0277503902
31.19077,49.32648,0.940576,7048.06,5.8312019227
12.63831,21.19195,0.833354,5835.74,6.9743769297
13.87753,33.11559,0.907929,6938.05,4.3815253944
11.78656,18.98339,0.813252,5644.93,6.93421835
18.66452,23.68591,0.913213,6689.51,4.7032284431
11.04922,17.02381,0.839445,5744.53,5.8809832616
10.04883,12.67425,0.846336,6638.7,5.4343049469
15.90084,17.91873,0.814411,5770.64,9.1096328895
33.94131,39.0881,0.894478,5877.8,6.1115498045
12.53826,17.7374,0.896256,6649.98,4.7078434778
12.62661,17.68134,0.896705,6652.84,4.6651257801
21.66601,31.33828,0.90716,5811.58,6.2604594282
15.76457,34.58109,0.918383,6390.63,4.4132255953
17.23761,23.0053,0.87058,5362.45,5.0538633253
7.81533,12.99069,0.729956,4457.14,8.9090171827
27.63351,35.15884,0.940894,6505.48,5.1696781171
17.65262,24.61804,0.920386,6721.29,5.4755727282
18.52413,22.96791,0.922149,6616.91,5.2189918026
17.50794,23.57877,0.87989,5521.95,6.0196594757
8.46505,13.48622,0.778135,4813.78,9.0451750229
16.66067,22.98209,0.771255,4088.05,8.0827296575
8.72388,22.80425,0.795936,4267.59,5.2999669568
6.91189,9.80554,0.72945,4867.76,9.0842226503
8.16959,23.43798,0.75508,3613.36,4.7874646117
8.30271,23.1406,0.789842,3969.42,5.6018688506
7.70668,22.92255,0.779345,4821.44,4.8101787573
17.44355,23.80998,0.839543,5078.6,5.2354793697
11.06527,16.42595,0.794164,5344.25,6.6320191981
6.65936,7.95357,0.661783,3792.6,11.039467053
17.26776,23.35658,0.885229,5535.25,5.4722680851
11.04578,20.52889,0.796352,4342.91,6.7688808974
6.99533,8.99762,0.747619,5014.61,10.3797379271
11.00615,16.08301,0.695033,3517,6.2494562095
23.57152,49.17969,0.900576,5365.55,5.910204079
6.99744,8.62666,0.743272,5038.23,11.3791392134
23.67673,49.22321,0.903741,5416.46,5.970929267
8.15257,12.47917,0.737728,4463.33,9.7040412982
24.57505,37.80833,0.880082,5146.97,5.4997774182
6.98856,10.40517,0.74937,5363.76,9.4404176019
7.9133,12.59678,0.709441,4341.7,8.6520268474
8.43962,11.08748,0.735744,5389.6,7.0299205759
11.27844,15.43974,0.811334,5834.2,5.0412343717
17.40463,22.73924,0.847579,4870.84,4.8611850803
20.03129,31.69508,0.825834,4944.78,6.025957604
11.09121,16.25747,0.866556,6403.98,6.5051562144
8.0786,13.78792,0.717045,4378.23,8.1349406101
6.93742,22.20758,0.787284,3981.22,5.3776114979
11.9823,15.09854,0.843303,6032.88,5.7810099704
10.83538,20.30745,0.75046,4056.67,6.9465267511
9.51067,10.85582,0.801116,5905.24,9.318296703
10.55919,20.4587,0.75286,4305.41,6.5729449693
10.64089,20.65577,0.756262,4152.02,5.8082508731
17.67858,24.84914,0.917864,7262.12,5.7360367909
12.51176,20.21573,0.813107,5593.42,7.438649358
16.96607,18.20671,0.916376,6880.55,6.6139757506
14.34708,15.76854,0.880199,7272.35,6.8986108607
19.80179,23.32924,0.934012,8081.27,5.3467556583
15.57518,21.86154,0.903687,8273.8,5.8411779789
10.2179,15.25037,0.847762,6933.42,8.6202026427
6.13332,9.66709,0.674658,3853.75,10.5701762731
13.85709,31.55575,0.863425,5270.12,5.9598034112
11.45622,17.81187,0.89967,6961.68,5.1583362932
13.07328,14.57456,0.805072,4621.87,8.1116513187
6.42782,10.28492,0.796352,5862.66,12.7102946757
8.89238,11.53879,0.780069,4652.93,8.9677359677
7.89776,11.25276,0.764252,5587.5,7.8065135112
14.47507,22.26706,0.894975,7062.21,4.8220417974
32.95756,36.11012,0.926681,7040.49,5.6516273933
7.74489,10.544,0.780439,5556.6,9.0837426747
32.1214,48.37104,0.940534,7243.53,6.0563988101
23.71962,47.96931,0.942561,7177.01,6.136462245
22.00601,26.27321,0.922516,7470.46,5.7683326252
13.8139,15.66589,0.84803,7455.09,6.5056710103
11.26785,16.13536,0.87484,7788.73,6.0419944075
15.45648,17.70666,0.860596,6794.89,7.0967223567
31.20451,35.04365,0.956164,7876.84,5.8515438962
13.77077,17.75641,0.86292,7394.13,6.6132879328
12.89624,16.20076,0.866192,6793.84,5.377132299
11.51145,14.60217,0.801997,5578.6,7.5902459057
13.95093,22.19206,0.884661,7126.16,5.8385455684
24.19831,28.36832,0.949534,7928.06,5.4050112245
63.08131,67.2982,0.96583,7972.82,6.4780742013
23.32479,25.99974,0.920346,7297.32,6.6724385085
15.08019,27.97355,0.859354,5722.16,6.5815870106
24.33908,28.83901,0.937514,7461.87,5.5202802902
15.39546,22.57424,0.918111,8281.6,5.1483877808
19.26797,31.65039,0.925255,7850.25,5.0522771251
31.99069,37.29017,0.943647,7844.61,5.7080164291
13.87024,19.99078,0.869051,6684.86,5.2544887724
21.43929,22.0995,0.916572,7247.58,4.5376118383
15.53018,16.71748,0.840737,5663.65,6.9671899596
13.91005,16.95775,0.855706,6023.61,5.0032601887
46.89145,54.54318,0.952996,7373.83,5.7457203195
12.69062,16.93622,0.85709,6402.58,7.0145435052
27.20509,27.68644,0.936952,7513.6,5.5349006389
28.69911,60.58671,0.961688,7877.36,6.4876969818
17.69751,19.785,0.916478,7511.59,4.9853261142
24.40714,26.40355,0.937356,7689.79,5.669376454
23.45337,34.33257,0.92677,7605.91,5.9059989067
13.3441,21.36981,0.888141,7167.32,5.9993265709
22.31425,45.57852,0.95285,7689.26,5.5791931255
30.9241,35.84556,0.965618,8024.13,6.2665493398
15.53463,22.8638,0.931023,8248.69,5.1686742672
24.03873,25.53718,0.940606,7737.85,5.0660133769
31.55687,37.88981,0.953511,7918.25,5.8045705903
25.48232,31.17735,0.941143,7807.21,5.3670013049
30.26,35.19042,0.952436,7216.08,5.6275552275
28.75649,44.39756,0.944992,7410.51,5.7967767244
31.56369,34.23773,0.962021,7794.07,6.4123403723
26.94109,27.21403,0.937247,7430.5,5.4073090373
16.77475,22.76741,0.936931,7878.85,5.5353692117
23.8955,25.52586,0.94502,7529.9,5.2896766173
10.42557,15.04689,0.861911,6978.28,5.8452904816
22.42204,37.43459,0.919816,6114.31,6.1359388782
12.0642,15.67068,0.881632,6875.84,5.9664301608
31.91545,37.48335,0.961975,7408.2,6.0135517476
29.70919,36.23181,0.92921,6857.25,5.5162179613
21.70093,32.81768,0.952105,7436.17,5.216841356
32.46263,38.96847,0.956274,7278,5.3730893642
15.71653,20.13984,0.892766,6727.14,6.5469854953
8.34481,12.88276,0.803399,5313.02,9.7456677499
11.86082,19.24932,0.865926,6234.28,6.7764999031
20.8143,32.93767,0.95013,7357.86,5.253542384
15.1773,23.91318,0.890441,6267.47,6.046116363
15.0244,30.23673,0.885213,5992.94,6.5685446699
7.97759,14.78563,0.809523,5767.74,9.0374811281
17.21474,20.80902,0.920405,7142.37,5.3162779153
13.24017,22.23542,0.907842,6857.93,5.5760722648
20.30891,20.72984,0.890504,6729.04,6.6504180504
14.53912,17.96841,0.908121,7482.05,5.4434053671
23.16636,28.57856,0.910212,6816.21,5.2089174842
32.50599,50.10422,0.937327,7515.74,6.4835771056
23.62023,47.87745,0.938927,7691.51,6.5534499869
12.36469,14.72153,0.876898,7004.17,6.2676559272
29.20426,33.03884,0.92281,7224.16,5.5245827608
11.48869,12.11635,0.71432,4269.88,9.9400816841
23.64068,48.04748,0.931807,7056.06,6.334605008
21.70127,26.24597,0.834653,5375.19,6.2955675108
13.32738,22.18063,0.900581,7145.6,5.3644536535
22.85332,28.71721,0.907452,6445.81,5.0794378668
13.0616,28.34247,0.825196,5794.65,5.8807737605
10.45052,12.73759,0.807609,6712.64,6.9882307525
32.8734,58.65244,0.936591,7372.84,6.8582431148
10.67835,10.97379,0.738585,4857.79,8.556841501
26.76415,34.37256,0.92014,7612.76,6.2120174574
13.43599,17.20479,0.892121,7811.55,5.7418069295
32.42204,50.03915,0.931555,7287.3,6.3303238288
10.47825,13.46279,0.841634,6933.16,7.1952072378
23.52634,48.2167,0.930149,6745.14,6.5094085042
14.28961,18.8947,0.848192,6388.77,7.0544031593
14.64872,35.09522,0.901864,6833.04,5.163809711
12.58083,34.69914,0.878044,6431.61,4.6353694347
26.63456,34.42494,0.922197,6982.01,6.2219404534
19.08099,23.03063,0.928764,6760.3,5.7674089584
29.46501,35.14579,0.931441,7060.82,5.7208357849
21.65582,22.01115,0.887398,6794.95,6.9165210785
28.80656,32.61442,0.944561,7499.42,5.3304769428
7.57951,10.44864,0.826144,6818.75,9.1221333253
23.43668,47.47906,0.951145,7670.88,5.6204697893
17.81306,25.62356,0.929684,7815.09,5.1480036646
9.38567,10.93285,0.766131,5659,8.8457585092
15.21663,21.42854,0.916005,6818.86,5.1191167372
13.88727,14.54562,0.815714,5409.43,8.0763995957
9.11733,11.68095,0.803239,5892.15,7.7345005206
8.29291,11.62538,0.783389,5745.36,7.4620942958
24.25436,26.28158,0.935478,7349.11,5.1386030329
11.85612,16.74392,0.86128,6816.19,6.512514327
9.76788,11.21327,0.772357,5243.54,9.6144094274
23.82566,26.21271,0.940513,7387.23,5.3043199485
9.52337,11.18937,0.786526,5553.39,9.7634478609
13.71763,21.94408,0.904458,7005.56,4.6543328001
46.78849,50.36317,0.945945,7297.9,5.7357401788
23.29519,26.30494,0.935941,7235.6,5.4347082079
12.40075,15.80693,0.871266,6614.15,6.2647057321
23.58574,47.65507,0.944419,7206.8,5.551850105
29.96343,34.93187,0.929829,7743.16,5.448341065
13.52432,15.74325,0.866047,6852.13,5.7497390559
19.96364,33.55406,0.918642,7308.26,5.8908662793
23.79736,26.25436,0.93753,7134.81,5.1781156787
23.18063,47.63,0.946038,7443.68,5.751662298
9.42911,11.12061,0.770754,5170.22,10.3314845517
9.069,11.65535,0.792676,5700.61,7.4011459839
22.55189,26.72047,0.935403,7120.29,5.0529627608
12.46541,14.47663,0.895155,7424.18,4.8615796283
14.44289,14.98016,0.815599,4945.87,8.0307270014
24.10035,26.59635,0.932745,7963.73,5.9421112161
24.85178,32.24222,0.895203,6378.05,5.875635345
12.30021,14.64099,0.885102,7996.71,5.6472200904
11.35058,14.25027,0.885839,8008.93,5.6301681635
23.5498,26.12372,0.93563,7437.51,5.4755236744
11.78493,13.77405,0.86264,7727.06,5.3073478858
29.40641,33.24632,0.930658,7422.97,5.4975574497
19.93076,33.2201,0.913104,6838.85,5.940322911
9.76976,11.31152,0.744436,4736.95,8.9176125043
29.06658,32.84131,0.925338,7269.25,5.5229494407
12.88429,17.3517,0.882869,6897.15,4.4854206595
13.55685,19.02008,0.913069,7613.98,4.9626308003
10.39016,12.0644,0.822179,5767.6,6.4874990273
22.39307,46.0431,0.94845,7588.59,5.9820142113
15.12728,32.0808,0.91757,6934.67,4.7393142231
14.03698,15.3606,0.847092,6157.6,7.2709383018
10.31596,10.99116,0.79055,5434.74,9.5970553134
13.39557,14.22256,0.828405,5836.53,7.7196215948
29.06273,32.9061,0.936291,7662.4,5.3875976088
11.97151,18.69382,0.858456,6432.62,6.3797812093
21.13505,21.45871,0.87779,7150.87,6.0104961926
12.33744,14.77768,0.889098,7765.71,4.9736921185
22.57298,22.74626,0.738212,3334.91,7.2238836135
14.90508,21.91827,0.919705,7282.99,4.791946855
10.28682,14.45878,0.85292,6733.51,7.8319723197
24.54461,26.16772,0.944706,7647.62,5.4169231809
13.4147,15.91616,0.904185,7626.42,4.8932291832
10.69095,11.78168,0.805255,5501.7,9.1152062563
14.50983,19.35451,0.911099,7760.22,5.0230957554
17.81379,20.13502,0.920094,7363.02,4.7750777415
32.31994,36.92637,0.939242,5962.79,5.8099763258
12.00937,17.69966,0.910708,7441.83,5.2772632263
20.69838,26.08306,0.934006,7228.13,5.7899405384
23.39291,47.85649,0.943945,7078.58,6.0830902981
14.38543,15.00084,0.822036,4793.01,9.0071298994
14.36606,17.31394,0.879909,6957.51,6.2835281451
15.85311,21.99742,0.915811,6958.5,5.1701439579
23.33011,47.56126,0.948057,7587.35,5.7179784114
10.71845,11.84658,0.790972,5347.24,9.2190291765
13.19746,16.06602,0.9051,7287.16,5.3202092519
22.13328,27.02767,0.93158,7328.12,5.5880729725
14.03597,15.16786,0.82445,5264.75,7.9301503057
20.34078,31.73669,0.940832,7672.68,5.2600980792
12.14746,14.84781,0.886894,7809.02,5.4339504739
13.96756,14.93222,0.861837,6674.22,8.7151539322
11.35637,20.40376,0.874842,6454.74,8.3391266253
14.64127,21.39812,0.919689,7265.72,5.8674048509
30.66968,35.62802,0.962845,8193.43,5.9291181874
31.99879,33.15521,0.937043,7925.19,5.4546133759
25.07321,30.61134,0.961604,8662.82,5.6990947845
18.42761,28.05911,0.937125,8901.32,5.8768649654
29.24331,30.4006,0.956784,7793.38,5.3756001415
11.60176,18.66364,0.894589,7595.71,6.3840562272
29.12434,32.22187,0.940174,7278.23,5.7295260415
33.14946,38.9346,0.92357,7330.44,4.4908168151
13.17312,21.12277,0.864896,5825.23,3.6781648199
25.31755,31.66977,0.925578,6492.41,4.6845209776
13.81092,14.01171,0.753704,4203.13,6.8769073914
33.20563,39.43826,0.918017,6770.26,4.9063424057
24.27885,25.72333,0.781736,4296.96,7.7169839454
12.63958,21.00603,0.837671,7125.31,5.2320641073
14.36396,17.55038,0.867721,7446.6,4.9723386633
20.98569,41.65631,0.93799,7790.7,4.909923054
19.00469,30.9255,0.918123,6796.67,3.9528919086
46.76709,51.47515,0.956255,7424.77,5.2981855116
12.54819,19.01599,0.848083,6629.33,5.3820540297
18.53695,39.47582,0.927158,6392.43,4.2184336769
20.75822,31.75991,0.927078,7341,4.6275121259
13.6947,20.66261,0.873897,7150.17,3.9494600493
10.12676,13.07614,0.828553,7348.16,4.9037869446
20.33111,25.65179,0.897401,7293.77,5.1807065497
12.50607,17.9876,0.855525,6914.5,4.7976276499
31.3153,34.09368,0.94534,7625.67,5.2212962125
15.62196,16.88676,0.831778,6951.73,6.1402114371
16.12538,22.14451,0.856757,6307.63,5.6822902617
21.65037,26.90852,0.937141,7231.27,4.9362179679
12.91998,20.89948,0.873413,6606.9,5.475485664
21.37745,43.21076,0.947058,7377.05,5.0183638109
21.84648,43.92172,0.945311,7256.75,5.0981271532
13.86758,31.04433,0.898408,6789.37,4.9279718432
19.65456,22.62167,0.907664,6557.05,4.7482810143
11.9111,19.67873,0.872947,7052.23,5.2953922334
18.01609,22.47254,0.892778,6906.24,5.1503610226
19.28436,24.01348,0.907797,6949.41,4.5562996751
8.04036,9.94954,0.738609,5406.14,7.8581486716
24.88431,29.11129,0.894761,6626.68,4.5535763019
15.59829,18.41718,0.883106,6505.91,4.59217648
18.26803,22.88238,0.903858,6729.63,4.2555283044
12.21502,20.66663,0.851841,6336.82,4.0334333432
32.59817,36.45244,0.909011,6190.41,4.5755480324
25.83537,29.88473,0.901445,6416.56,4.8573574301
19.73172,23.81389,0.91216,7548.74,4.7728184413
11.42478,15.83537,0.820358,6988.56,5.9479737506
9.11814,13.55748,0.817602,6370.62,5.3405296903
8.89152,11.51401,0.780069,6230.35,6.7808559219
23.67392,25.5118,0.808236,5151.25,7.8080424813
5.65875,7.05867,0.62955,3411.46,11.335017866
32.93795,38.4816,0.919357,7051.04,4.3073288386
19.4638,23.8622,0.914449,7266.88,4.657948139
31.65184,36.90969,0.917216,7300.38,4.8360955776
25.61296,29.40306,0.911527,7315.95,4.7619996105
13.17865,20.64236,0.874703,6557.28,3.8698826093
14.03874,16.89149,0.868218,7043.27,4.2949732822
24.35174,25.23373,0.773744,3766.51,8.1330276997
8.16062,13.38334,0.814168,6322.74,6.3522172336
13.85764,18.2548,0.874206,7130.06,4.4849658899
9.42725,14.66386,0.778855,5669.58,5.7401579862
13.39772,20.66816,0.874346,6949.32,3.720574921
9.18851,13.52705,0.83326,6997.1,5.2374780612
19.70747,24.05832,0.904786,7125.19,4.1554261263
13.75971,31.10781,0.879779,6567.54,3.8947518346
9.16612,13.84775,0.789445,6671.67,5.6908874561
12.08134,20.612,0.837477,6336.05,3.6441962197
14.55437,19.77444,0.851415,6444.96,6.0427712026
13.62759,21.05171,0.869818,6445.48,4.1220269376
6.10551,8.5419,0.621459,3662.64,8.8012862855
14.3718,19.22168,0.893843,7046.63,4.2859713145
22.68652,25.90472,0.938538,7846.6,5.2130879412
32.69851,37.98033,0.915991,7327.88,4.6792880498
30.77226,35.81738,0.957111,8226.82,5.5291884509
6.80571,9.41779,0.764803,5220.61,10.0989491902
15.50298,18.75719,0.880543,6357.48,4.509130933
12.53013,20.80488,0.867999,6023.63,4.578129506
31.40903,34.3205,0.945828,7244.32,5.7623433572
21.26731,24.29932,0.889652,6770.24,6.3641712101
49.2558,56.17131,0.948605,7182.89,5.5682883142
13.48881,18.0974,0.847399,6273.05,5.5359011758
8.34948,12.10358,0.776486,5494.53,6.9339770903
14.34972,16.83397,0.874712,6827.52,5.5551199663
15.78002,19.41562,0.900152,6709.23,4.1980138595
12.51551,19.32148,0.850039,6177.96,6.02542015
13.27184,16.11112,0.865027,6431.23,5.3905745803
21.92032,25.70104,0.936517,7159.63,5.2698238267
30.29889,47.4127,0.949867,7169.56,5.8459526574
15.32445,19.65543,0.894994,7143.76,5.3749389152
20.32257,31.80541,0.935049,7092.06,4.960316919
11.77809,20.44227,0.864154,6446.39,5.830470349
22.51694,27.62138,0.938292,7160.28,4.9070766079
31.6766,33.02314,0.841669,4911.97,8.0086107739
15.26169,18.73286,0.881814,6404.6,5.5346249435
20.05081,43.3702,0.942163,7304.95,5.7414957036
29.08207,46.71349,0.948544,6898.41,5.1149903211
22.22287,25.5404,0.940949,6965.37,5.262799609
23.22735,26.64811,0.945767,7029.13,5.1054282726
15.07457,19.91417,0.901387,6745.11,5.6333962214
13.2288,20.76538,0.87313,6060.92,4.6224484796
14.0491,30.9299,0.878688,5658.77,4.2842866513
11.78185,20.89522,0.867094,5934.75,4.521023112
13.65378,18.35534,0.871559,6209.95,4.8564710083
9.66268,12.33025,0.837994,6146.35,4.7064996221
15.14322,18.65116,0.898204,6796.68,4.8810873296
8.49814,12.04868,0.776364,5234.04,8.1054866964
11.88852,20.33005,0.871199,6541.53,4.9813905138
23.46319,24.71634,0.823362,4914.97,9.8627821827
12.65505,20.50237,0.880045,6141.57,4.5751404701
23.26978,24.79568,0.827863,4896.53,9.2045783736
6.95298,8.25563,0.679447,4249.97,9.434117885
8.08596,10.22692,0.776257,5837.77,7.9035148001
12.83176,20.74747,0.863238,6354.83,4.6144457508
8.63087,12.48683,0.805935,6047.92,4.6070087372
15.47854,18.19309,0.896439,6808.32,4.7784778332
13.84625,20.41503,0.885851,6568.99,4.7144579701
16.09152,18.81334,0.904346,6845.62,4.8408819817
11.27049,13.73994,0.771105,5852.17,8.9669679085
28.67107,30.60492,0.911711,6970.5,5.6992990656
19.94567,27.02226,0.942607,7593.76,5.0179450751
35.03094,40.1766,0.942464,7624.75,5.5025141577
7.9766,11.7996,0.804327,6364.7,9.7050425623
13.62567,16.10878,0.866372,6971.9,6.2304635708
31.91347,36.1757,0.933428,5453.92,5.7663875154
15.84904,18.84564,0.85967,6363.42,7.9463651872
17.77845,25.31577,0.918279,6966.76,5.3890877546
7.59393,9.48548,0.782107,5263.36,13.9894698591
24.17708,27.17946,0.928357,7312.21,6.0504512617
13.93712,14.4913,0.796239,4802.76,8.1540146617
16.97184,25.2813,0.921522,7200.07,5.6129858398
24.25506,27.5877,0.91884,7501.58,6.1440302436
23.97437,26.3325,0.917007,7290.76,5.5454476351
9.00909,10.00776,0.693964,5125.04,9.4425042534
16.51631,25.41858,0.904077,7847.78,5.6376880997
24.68129,45.50512,0.942211,8099.96,5.9823744741
15.71934,20.41847,0.907229,7721.86,4.7871691373
19.3467,24.38128,0.894463,7258.98,5.6961118149
13.19203,16.70238,0.839061,6993.68,6.2938027797
16.3877,22.98529,0.935242,8202.25,5.2706814501
15.68841,17.45161,0.85263,6621.87,7.2043731945
12.60058,21.45024,0.873293,7354.04,5.5897618933
9.68629,13.8536,0.829647,6634.47,6.4563951728
21.61244,33.09051,0.939158,7571.4,5.2680121809
25.57041,59.88801,0.952005,6787.27,5.3736735468
11.42525,16.99065,0.870908,7301.22,6.4946330209
16.492,24.24059,0.939429,8289.54,5.3856030179
14.68071,22.86043,0.883709,7053.79,5.8404880493
13.91511,16.6469,0.870527,7051.54,5.9805749574
14.61139,23.89579,0.910431,7390.5,4.9189034965
11.96105,21.72729,0.866003,7406.6,5.9834926332
22.43917,26.1408,0.887192,7660.04,6.8277720931
9.27866,15.31044,0.821862,7491.44,6.5020717069
15.69346,22.318,0.932797,7948.04,5.004659228
19.40694,31.96001,0.939989,7675.53,4.9159771176
15.47425,17.58775,0.88062,7278.01,5.2665532195
24.36005,33.10601,0.94987,7989.1,5.4583295191
15.35741,22.00102,0.926853,7633.45,4.832260754
10.21408,15.34976,0.851229,7016.37,6.3928238307
12.08713,16.60748,0.843086,6485.96,6.1700888311
22.21375,33.16919,0.945433,7660.08,5.1662563393
22.0114,24.90031,0.887118,6975.4,6.1445701074
13.73773,15.96559,0.83212,5861.09,7.0482415529
34.58036,40.74704,0.952306,7300.44,6.9762879976
20.58331,24.82468,0.895679,6444.07,5.7310269859
25.52571,45.62654,0.945927,7610.53,5.916920403
29.2587,60.0602,0.95534,7317.8,5.4261422191
30.92511,34.15175,0.95012,7386.18,4.9863545854
19.60894,32.15489,0.934341,7354.15,4.7367816019
22.63408,26.53603,0.93805,7323.38,4.8906844951
14.92435,17.43361,0.915508,7565.33,4.6601830002
47.69791,55.69891,0.952661,7383.07,5.907473336
21.00585,25.0217,0.893854,7372.1,6.5754497215
15.34345,18.18142,0.922717,7695.25,5.0785609978
17.52473,38.58739,0.935224,7880.36,6.548139773
17.01667,23.22146,0.933403,7977.11,5.2956529639
15.89417,18.93672,0.88454,7014.28,5.8109546029
22.7721,30.85464,0.920345,7453.7,7.0410852146
10.29267,16.288,0.830635,6416.52,6.8824385432
23.88239,25.70563,0.931849,7540.36,5.5160597962
13.7389,15.93008,0.859772,6918.2,6.5687699004
16.53602,19.22887,0.8494,7191.82,8.5849310008
14.44337,22.76321,0.885128,6905.44,5.6259642324
22.55061,25.11125,0.94916,7938.41,4.9799069207
33.36617,41.4055,0.964574,8074.75,6.6318988076
16.41546,18.4071,0.922722,8004.36,4.9384594231
16.50362,22.17456,0.927318,7990.98,5.4622235434
13.11367,16.14037,0.873177,6822.66,6.9219583872
22.57187,24.82901,0.947284,7655.38,5.0886248459
15.93541,22.12565,0.933793,7986.97,5.3816987886
15.2167,21.57413,0.929751,7589.17,4.7704168002
22.70277,24.59539,0.941478,7253.01,4.9344312955
31.12261,33.98544,0.952351,7317.66,5.0057143902
14.21588,15.60264,0.838179,5836.27,6.9351168234
14.52393,22.20198,0.888242,6652.36,6.1529694507
32.66194,33.68065,0.879202,5924.49,7.3364900106
31.61423,33.67023,0.961135,7483.97,5.7187497373
31.13403,35.22944,0.937879,6276.54,6.0738763691
9.03255,14.71944,0.79508,5522.99,8.0915901167
11.51002,14.04096,0.884601,7422.21,5.5002301774
22.67508,47.06757,0.942092,7425.7,5.7168985996
17.51925,22.6104,0.93925,7540.72,5.1799759094
11.20802,15.77341,0.872991,6727.28,7.0210889491
14.40607,16.40638,0.867244,6010.53,6.5524772504
24.0201,26.39254,0.939654,7054.2,6.9343574892
12.65404,12.90468,0.770414,3780.3,11.7499952162
9.93056,25.39618,0.899114,8078.83,6.7223089274
11.81806,16.77727,0.906083,7549.75,5.7733218903
47.43025,50.89494,0.939806,7123.23,5.8353920384
14.01329,14.65266,0.815831,4702.16,9.318828577
13.93864,16.98664,0.891856,7545.23,5.8323337646
11.71461,12.3062,0.731358,4352.26,10.1681594757
34.74196,53.48772,0.939685,7113.4,5.6704536059
12.91971,23.34699,0.890639,6561.01,5.5468737873
28.13287,31.79636,0.915095,6996.32,5.3853209562
34.89446,56.26272,0.939041,7589.98,6.2552513526
23.25486,47.1199,0.929333,7058.79,6.3298298794
10.66011,12.6292,0.805977,5714.95,7.8085113164
14.91454,18.29653,0.865364,6872.46,8.3491137099
19.41041,23.61902,0.931298,7180.22,5.6089552762
14.60225,17.04924,0.851205,6521.97,6.7183830584
10.77959,26.7683,0.883329,7659.07,6.2173368013
13.06906,16.9199,0.885052,7850.22,5.962603433
13.24417,24.31611,0.88526,6906.95,5.1906185671
10.36836,28.59883,0.832305,5669.87,5.3133991105
22.7882,29.1375,0.927986,6805.35,7.0844238825
12.57987,13.7806,0.794284,3985.54,10.4424298379
13.74147,23.18406,0.899745,6687.67,5.0414770452
8.18296,11.39132,0.815033,6600.46,9.6445266672
13.65872,18.22675,0.903162,7893.63,5.2970288265
14.26623,23.62121,0.906228,7497.54,4.7939151779
23.66664,27.98909,0.937778,7891.71,6.2535695453
17.75079,25.0276,0.92591,7931.58,5.4020011897
10.0515,25.1773,0.884405,6970.46,6.3124138251
8.12486,13.26947,0.801368,6009.67,8.9100983147
22.77822,26.84871,0.93956,6923.86,5.4027666988
11.98513,17.20889,0.900741,7843.67,5.1416672547
9.97062,13.55546,0.795814,6488.44,6.6207006956
12.46042,14.77444,0.884025,7829.81,5.3164035868
11.36365,13.28042,0.819859,5951.97,6.8840997765
12.88427,15.0741,0.895551,7719.54,5.1468190031
23.02043,46.86353,0.944841,7572.13,5.5389611889
30.27479,34.35696,0.939381,6421.23,5.9657853132
13.0636,30.50826,0.878877,6197.31,6.1494113866
8.40193,11.04358,0.801928,6163,9.6964170621
34.55117,60.33416,0.952148,7588.51,5.9047028497
13.93937,16.5814,0.87035,6603.76,6.9948856028
10.06707,14.84409,0.879163,7215.4,5.3194281541
23.76601,27.89742,0.93554,7698.36,6.1998521092
34.56452,38.94628,0.94193,7416,5.2775389582
34.98675,54.14133,0.950796,7376.16,5.7039512594
10.37668,14.901,0.879377,7052.43,5.3542997786
15.63215,38.62201,0.895707,7138.49,5.8868518662
13.96141,14.34309,0.818351,4659.08,8.4736659537
7.39735,10.45674,0.775324,5954.87,9.6301100798
