PLD (Å),LCD (Å),Sacc (m2/g-1),φ,NCO2 at 1 bar (mol/kg)
12.17331,18.60169,0.837547,4999.19,0.887166214
19.38799,20.61979,0.924951,6897.48,0.5704165474
13.6001,19.48413,0.905421,7061.78,0.5219613563
13.10869,17.78304,0.900516,7093.39,0.5092229595
18.05126,25.46881,0.892328,6590.61,0.605395717
15.20521,23.07612,0.88097,5856.91,0.5444458937
18.72529,19.18638,0.849385,5886.63,0.6961416279
19.22123,27.71109,0.913157,6666.09,0.696160151
16.98232,18.45,0.923175,7078.98,0.5114114338
17.25233,20.95065,0.900331,7237.77,0.5841948584
14.59596,17.27417,0.8063,5081.44,1.2618018621
18.38126,25.31832,0.881927,6652.24,0.6331766369
16.35215,23.54891,0.901664,7073.09,0.597821795
11.40126,18.18586,0.782844,4636.03,0.7922258829
13.67363,17.29919,0.880831,7233.78,0.5186644611
38.10242,46.02883,0.948221,6580.88,0.6323439413
17.99499,25.03589,0.929018,6650.59,0.5456997038
8.41178,9.60251,0.745489,4272.2,1.549564552
9.17089,11.3069,0.774788,4587.11,1.2111296977
19.96693,46.75888,0.937593,6211.52,0.5561471125
17.93458,25.78057,0.883961,5922.02,0.6845401404
9.59537,17.69412,0.809081,4484.32,1.0090087585
16.2371,17.31922,0.897206,6486.55,0.4997202426
15.15424,31.49345,0.914359,6273.77,0.5208574282
14.55928,16.56525,0.892355,6237.27,0.4565210908
13.51568,14.92757,0.836586,4680.28,0.4621285248
20.07011,20.52394,0.89109,6610.43,0.6738955234
22.87994,39.35267,0.939144,6447,0.7256104494
15.34993,16.1428,0.909241,6792.83,0.5002066763
8.98696,13.21371,0.843492,7096.68,0.5833090502
15.62275,16.43403,0.90194,7192.38,0.5029026789
14.36455,15.62372,0.879515,6774.77,0.5279972719
17.10747,18.49211,0.911554,6846.41,0.4908169704
13.26822,16.86072,0.896567,6757.79,0.4876107947
20.81279,25.48022,0.9081,6205.14,0.547177047
13.88112,17.37603,0.864082,5986.02,0.6684423217
12.06488,13.71703,0.828027,5345.99,1.767730755
9.73042,11.33932,0.838543,5281.21,2.0371882122
15.89228,25.10277,0.911789,6612.61,0.638287921
13.32253,15.56787,0.896658,6353.5,0.4764516849
9.83956,11.98587,0.847846,5029.74,1.8648690306
15.58112,18.81904,0.925392,6186.64,0.6099842591
15.13553,23.11251,0.924614,6300,0.5973177804
14.4148,18.37396,0.924832,6222.54,0.5867462793
7.96382,9.30685,0.82692,4580.98,3.0140863307
13.46298,19.2626,0.915584,6161.32,0.5498451808
8.50388,11.50546,0.838819,5129.99,1.0138861748
12.3989,13.08051,0.850122,5322.92,0.8465877414
11.22702,28.93796,0.814491,3726.09,1.3953692882
14.55787,18.1904,0.848425,4865.25,1.4947394019
7.61077,22.99287,0.801448,4894.32,1.5050997369
14.63321,33.36838,0.852976,4214.26,1.291460538
13.40933,18.02523,0.81132,4668.84,1.094874964
6.61921,7.12171,0.606509,2345.17,2.7859198492
9.51032,11.34237,0.869144,5495.5,0.7092771028
8.13701,12.22332,0.849793,5453.91,0.9763445646
19.86828,30.14404,0.914635,5555.13,0.6363779903
11.9981,32.10541,0.898478,5614.48,0.78463661
7.33721,9.03158,0.780074,5051.46,1.1535281423
9.90343,11.58112,0.702544,4307.64,1.484980037
9.82527,29.14294,0.87173,5600.19,0.7829033707
6.97212,9.467,0.585188,2374.26,2.4374457482
11.4367,14.48283,0.808151,4494.9,1.3020354253
12.28247,13.10757,0.825719,5386.17,0.5938277245
5.32892,8.75768,0.742203,4040.71,1.9541595549
10.97547,14.60995,0.787892,4832.84,1.0191948193
5.95632,12.41876,0.765626,5005.95,1.3183740995
13.26836,13.45395,0.670705,2067.91,2.7738352924
5.68112,8.7072,0.659406,3120.36,1.7864008992
6.698,8.17018,0.609571,2682.38,2.7108838444
6.32466,10.07589,0.726199,3925.33,1.4922704573
10.41375,11.67717,0.792024,5184.21,0.7084648124
11.01605,13.46683,0.686857,3007.24,1.5831453625
24.25112,26.47142,0.880166,5477.08,1.045023968
11.65694,14.29682,0.858301,4750.32,1.0929031892
15.30105,33.9511,0.924855,5634.8,0.7545210267
11.56399,15.40449,0.853587,5674.94,0.6051127385
14.47342,16.47624,0.766536,4167.29,1.1246249724
8.20896,11.86891,0.805518,5226.39,0.8592175509
11.00038,13.14915,0.77422,4122.55,1.2341968552
6.1458,12.53608,0.731004,4703.9,1.291154548
13.95875,33.71068,0.856653,3756.62,0.7127140428
7.57196,11.70031,0.821757,5724.28,0.7927236092
15.84413,17.01158,0.893719,6799.54,0.5220788124
13.19156,16.2188,0.883087,6181.16,0.5635032934
11.06434,22.12227,0.887254,6651.65,0.5732053217
16.46709,28.48101,0.919976,6892.34,0.5601740926
18.53757,20.6851,0.9405,8075.25,0.5482703203
14.32839,27.8227,0.921824,7627.34,0.5063982454
13.59966,23.36351,0.895492,7492.13,0.6266079661
26.46574,32.17041,0.921081,7660.33,0.5968338953
25.90033,27.51078,0.944442,8174.64,0.5300551867
14.14133,18.1048,0.885859,7514.73,0.8561134479
8.89518,11.66406,0.870999,6456.38,0.948461299
16.87317,20.49653,0.921978,6595.38,0.5311760427
9.99711,14.73787,0.845348,5596.56,0.9870307876
12.40494,12.91778,0.724666,3129.4,1.9472493486
16.59564,24.70766,0.902145,5636.12,0.6977160437
10.66601,12.60537,0.87617,5917.97,0.4868512215
22.16858,49.4813,0.942777,6061.92,0.553817695
9.64605,12.8341,0.816278,5529.13,0.898198501
14.55485,17.21443,0.852853,6797.39,0.9239177568
15.85105,16.30677,0.773739,3907.97,1.4170637831
6.10421,8.20735,0.804654,6189.14,1.9217864748
19.49657,21.53275,0.874254,6123.08,0.9202291023
16.37448,17.02766,0.91574,6326.42,0.4828147986
20.08581,29.55797,0.897602,6732.84,0.7113360147
23.36088,25.09399,0.856365,6919.83,0.7261503889
9.29642,13.54584,0.843092,6973.53,1.0097047699
11.32664,12.50653,0.865687,7655.8,0.6379057757
28.06931,33.30168,0.962877,8150.62,0.5839863261
15.997,18.83852,0.898259,6981.12,0.6047853531
17.12427,19.10501,0.929933,7238.57,0.5418189425
8.89435,12.9364,0.847239,5828.45,1.0047789749
27.15632,27.61841,0.936909,7269.02,0.5487292375
15.05919,17.26711,0.92223,7714.42,0.4728168237
17.72717,19.89349,0.935072,7294.93,0.466519405
7.08854,11.50169,0.770415,4890.38,0.9121011865
24.83285,31.60628,0.941167,6588.46,0.4367850668
17.29471,24.72044,0.924311,6574.03,0.4280670076
18.65879,20.22437,0.78326,4972.91,1.1639406644
17.67102,21.71736,0.932734,7323.91,0.5586937242
28.97394,57.07649,0.969068,7952.94,0.6009746808
19.83748,21.35139,0.856792,6293.17,1.0254803361
16.01972,21.40787,0.896295,7513.93,0.6590220814
25.24691,32.24751,0.958932,7382.41,0.5838608575
17.77438,26.25762,0.920553,6444.19,0.6763988612
32.2959,32.75456,0.954682,7536.22,0.5584220232
25.87709,35.50824,0.953089,7451.88,0.616305753
24.7374,26.4765,0.883972,6235.18,0.6086202445
15.62005,16.8694,0.863678,6146.44,0.59474443
15.1476,19.58945,0.90965,6869.93,0.628381457
20.07681,21.38893,0.893862,6367.44,0.6215268244
11.59761,12.86594,0.62758,2516.96,1.3506894416
34.23096,34.82644,0.962637,7413,0.5437363032
20.58746,21.18015,0.870772,5626.85,1.3689451243
42.91302,51.39778,0.972582,7333.27,0.6140885375
17.47187,26.41157,0.922482,6201.83,0.6595797805
18.20906,25.90015,0.925569,6955.04,0.6747038891
17.49986,23.48756,0.935761,7037.82,0.5684571138
14.81975,21.10088,0.886229,6757.14,0.8185815609
15.05217,16.89515,0.870669,5958.82,0.631667256
20.40854,21.52857,0.885742,6778.94,0.7498688206
32.10568,35.59006,0.915037,7166.48,0.7123591908
16.703,25.23109,0.903994,7112.87,0.6608827789
8.1106,9.52883,0.7909,5136.52,2.310602951
20.0903,27.23611,0.929215,6968.83,0.5519766643
8.07894,9.51425,0.827571,5538.25,1.9146683699
16.30131,18.52036,0.916875,7389.24,0.6022164737
16.34109,17.47862,0.900437,6695.24,0.5529480731
22.57151,49.75928,0.93337,6793.34,0.8028559977
22.48792,49.57159,0.9373,6874.21,0.6706108214
24.72931,25.12757,0.912369,7032.12,0.6183263183
24.85464,25.31239,0.915171,6450.58,0.6524431755
12.48335,14.43767,0.863496,5543.09,0.6989374212
6.78376,7.65318,0.364794,1258.53,0.3260091052
10.48211,15.13732,0.841529,6200.69,1.5477845927
11.42904,13.02468,0.882771,5884.96,0.5132263671
21.72473,48.16545,0.943977,6340.7,0.5911706568
14.36755,20.12169,0.908992,6390.73,0.4553077416
13.76913,16.53936,0.862615,7073.98,0.8208789293
10.96037,13.17343,0.850609,6070.51,0.7020518602
15.59563,16.32147,0.825478,4733.72,1.1996035925
26.55827,27.15541,0.934845,7100.62,0.4957711902
14.69079,15.3807,0.800122,4586.05,1.2480564141
7.44294,9.26654,0.825341,6589.96,1.466246896
22.91604,49.06814,0.956767,7088.79,0.5763177457
16.45781,17.59117,0.923318,6511.05,0.4741008424
12.30345,14.77016,0.8764,6938.18,0.7283457768
22.95894,27.46714,0.933215,7131.07,0.524089468
23.01922,49.19239,0.952475,6791.44,0.5854880337
37.54818,38.8937,0.938553,6819.18,0.580622156
7.22949,8.10786,0.812871,7035.57,1.9019220282
16.87132,23.1687,0.926675,7204.74,0.5285806047
14.89297,17.52494,0.909671,6240.33,0.4839611634
42.17322,44.19928,0.923929,6099.84,0.593213193
21.60275,23.27418,0.823027,5007.47,1.1650266661
14.18681,21.06801,0.894663,6338.97,0.4535104041
20.10394,25.1493,0.944203,7255.5,0.5115247526
8.23639,9.23228,0.85479,6807.03,1.5951598711
16.65879,18.69109,0.928197,7276.48,0.530446207
11.20485,13.27198,0.848035,6302.6,0.7877886211
19.32843,24.67138,0.923228,7227.99,0.5862992037
26.54921,26.99504,0.926503,7251.47,0.5086592522
26.52499,27.01617,0.919504,7409.69,0.5405060786
16.40353,20.20657,0.924094,7312.22,0.5463729647
45.7913,48.13641,0.934003,6432.07,0.5793983397
14.14047,16.09257,0.858042,6176.91,0.7875336457
15.64181,18.13111,0.901038,7219.64,0.7129512323
16.30285,17.50872,0.938664,7141.63,0.4864417951
8.57353,9.59089,0.869587,7190.47,1.2594771017
7.28984,8.29414,0.47385,1830.07,0.4916696636
10.97404,13.62633,0.8974,7116.71,0.5196094627
17.18567,24.29096,0.932693,7374.41,0.5663011138
21.70336,47.37588,0.939917,7171.47,0.5992190782
7.46503,8.53004,0.365835,1221.85,0.2898929953
13.74453,16.49802,0.888409,7116.28,0.721065305
13.37906,16.17647,0.850034,5068.67,0.9844183986
32.50774,59.64267,0.951234,7392.68,0.5965367138
22.91678,49.29274,0.945685,7140.75,0.6667098834
11.85796,18.50736,0.889337,6440.58,0.8457958333
12.81406,17.2833,0.803696,3366.6,0.7979598451
20.49282,21.4754,0.930719,7567.17,0.4833590379
23.71238,31.09189,0.945765,6970.53,0.5507221031
17.2968,33.42079,0.923604,6777.48,0.5418516148
13.23639,17.85513,0.878251,6649.58,0.7697242015
10.88305,15.30362,0.764475,3621.73,0.4383351441
8.79075,10.5397,0.840815,5296.01,0.9744938153
23.87137,24.53318,0.937745,7871.83,0.4987745559
10.65748,14.5986,0.81191,6210.39,0.7038767853
8.3726,10.829,0.748949,5059.79,1.3391371013
27.0896,30.99579,0.951181,7566.61,0.5387280903
13.15384,19.45346,0.819917,5960.31,0.9908257231
20.14358,23.90332,0.91602,6632.45,0.4741749787
24.46669,44.77622,0.925691,6026.2,0.4932575663
17.12647,17.88146,0.890189,6029.44,0.4802672506
9.24511,10.51604,0.864016,6104.46,0.496174406
10.11874,12.13964,0.859494,6789.47,0.5424338513
8.49808,10.64615,0.820692,6403.24,0.5580480779
15.75613,22.50757,0.884198,6081.25,0.6368699535
10.6205,14.11163,0.816007,5129.33,1.2058863971
13.11751,15.73616,0.890359,6735.36,0.5031927424
22.60432,42.0684,0.937531,7166.06,0.5130574605
8.68419,10.83949,0.852987,6788.87,0.482237838
8.86084,10.43901,0.838278,6155.78,0.5201960651
21.85281,41.52583,0.90597,6743.1,0.5369794878
20.78309,25.03215,0.920004,7186.12,0.4876076973
17.82296,21.73352,0.882733,6575.15,0.4608752289
8.30715,11.45733,0.809101,6807.86,0.5172980719
12.99599,17.74548,0.843858,5607.21,1.0516288053
10.93762,19.34079,0.87381,6241.08,1.0312224308
15.54856,17.63936,0.898937,6980.7,0.5864908213
17.78391,19.37851,0.859458,6050.05,0.8684385676
9.45109,11.81791,0.806348,4594.89,1.1392922347
18.42543,24.35596,0.912485,6269.04,0.6305746996
9.19224,10.53438,0.666864,3187.24,1.6703706844
18.15014,24.03814,0.895869,6320.58,0.6788089769
26.88243,34.06119,0.954686,7424.68,0.5486833193
10.97517,12.01998,0.8489,6066.45,0.9470302803
19.35984,22.02303,0.927637,7438.91,0.5633819266
12.21633,18.85788,0.824943,5108.3,1.0414795128
9.89677,12.38366,0.806644,5658.09,0.9423949381
21.07674,26.37253,0.910228,5617.09,0.7624865902
28.11606,55.50509,0.958152,7329.23,0.5296958965
16.25152,16.82822,0.870627,6083.16,0.8309260487
25.60984,32.31089,0.949336,7135.1,0.6147365927
13.25795,15.23881,0.817287,4427.11,1.0489177293
15.02435,16.33906,0.893647,6863.43,0.7435441255
17.64236,19.03104,0.846044,5586.37,0.8613905713
10.74749,16.60067,0.844727,4842.84,1.1663734494
10.97614,12.05674,0.848158,5257.97,1.1002372203
16.48443,23.91992,0.92817,5838.03,0.7111681148
8.098,11.57293,0.850824,6736.42,0.8618888998
19.36721,24.26658,0.911559,6818.98,0.5444120043
13.20614,20.35645,0.898354,6399.01,0.8231578736
17.29671,19.38431,0.816798,4087.64,1.9071121677
9.26827,11.01599,0.856679,6107.18,0.8251087299
22.83024,42.92899,0.931339,5934.08,0.6049510268
10.74938,12.78885,0.900115,6579.32,0.4908602909
9.41746,11.88162,0.860562,6512.42,0.5756573628
11.71473,15.47341,0.887763,6330.8,0.5058611017
9.96626,15.4679,0.859441,6080.28,0.7489153368
8.81518,11.06752,0.826976,6222.79,0.9146326577
17.7931,19.27059,0.858023,5792.9,0.8129322201
17.76933,18.71829,0.850084,5619.96,0.8028660514
17.4209,18.4787,0.828616,5587.13,0.9711494493
11.02785,14.06943,0.8825,6410.78,0.5023162049
9.07112,11.82193,0.868369,6329.81,0.5212801008
7.2145,9.33273,0.806298,5289.13,1.2475542081
16.9788,18.05663,0.78575,5052.27,1.1078034622
10.80696,12.07424,0.82323,5551.17,0.9011916844
11.67806,15.7403,0.862737,6215.4,0.5481633557
17.2883,21.60478,0.889882,6183.54,0.5236610435
9.06352,12.62166,0.77256,5518.57,0.7318096219
9.67829,12.14691,0.883857,6698.08,0.5312344262
17.39599,19.21327,0.842558,5292.79,1.1728648491
9.09404,12.02783,0.877741,6398.52,0.6111975694
18.87957,25.07844,0.928969,6382.96,0.4940993713
17.86267,19.39419,0.872798,6714.08,0.7882052253
13.04377,17.33884,0.855382,5133.86,0.9947340051
22.53761,28.97627,0.941247,7275.05,0.5758965744
8.75124,11.53346,0.842456,5708.87,0.9688851762
15.5668,20.47643,0.927506,7365.71,0.5135843245
10.95636,16.71928,0.837538,5180.09,0.7111892339
16.35634,20.16337,0.888307,5657.95,0.5456573388
9.41932,12.71828,0.811898,4995.81,1.2261188021
9.63121,11.20831,0.857619,5814.6,0.686766435
8.14366,12.46178,0.81208,5640.99,1.0293277754
14.58475,18.23897,0.896369,6889.5,0.6098479955
13.6421,16.50221,0.824744,6969.33,1.0002363248
20.27147,45.5222,0.928301,7173.15,0.6274936419
7.94341,10.57373,0.807979,6824.07,1.0486346996
15.93367,23.31778,0.902275,7369.84,0.544994788
32.17996,35.69689,0.962245,7827.61,0.6005262099
10.77249,12.09766,0.860079,7613.19,0.6068358048
33.70974,34.19802,0.944713,7815.25,0.5078287112
8.85544,13.13794,0.833834,6180.37,0.9580723448
25.3469,33.7498,0.945488,6955.6,0.4925039969
28.29386,33.5388,0.96178,7975.84,0.5721864517
15.44955,21.66185,0.861708,5601.88,0.9194896072
23.12668,27.31139,0.943477,7217.14,0.566614457
14.86862,18.61025,0.879975,6611.61,0.7588561449
32.79896,48.72975,0.956358,7274.63,0.5700611099
17.21372,20.77223,0.9114,7045.25,0.5259809032
10.53912,12.08831,0.867659,7620.94,0.6264933295
30.89279,35.58214,0.957705,7090.47,0.5637992138
13.39781,18.11949,0.85789,5624.31,1.0323757465
13.39781,14.88845,0.780243,4921.06,1.5384363993
32.55283,33.13706,0.941142,7213.9,0.4780809499
30.41617,35.08382,0.94704,6189.9,0.4911216262
11.20046,12.95838,0.698748,3238.25,1.1359940169
17.3573,24.4301,0.92251,6527.92,0.4232765822
11.36275,18.28114,0.90857,7481.88,0.5160984229
18.2886,22.04751,0.867345,6308.48,0.5641315919
14.76731,17.07846,0.886177,6934.81,0.6595963353
17.09013,19.19969,0.861997,7174.9,0.806117922
10.0864,12.96701,0.845653,6738.65,0.8723019931
17.72011,26.76389,0.902249,6813.95,0.6840891046
27.43513,58.40222,0.96352,7748.24,0.562350523
10.39214,11.90934,0.871617,7721.03,0.6053608819
14.40645,15.99363,0.878317,6698.23,0.8324149468
9.83096,13.24543,0.840459,5937.72,0.7533474234
15.95861,19.27765,0.883181,6216.54,0.7541551795
21.09341,25.98773,0.940261,7488.37,0.5161203729
21.60933,24.69016,0.919298,7137.63,0.6084565397
12.41024,18.04396,0.915564,7571.42,0.5440748943
17.75011,26.12994,0.896187,5748.11,0.7179593555
26.283,33.72254,0.965833,7256.9,0.5378361806
18.4756,28.22618,0.922134,6835.1,0.6599926262
12.69576,18.71088,0.929612,7242.25,0.4824615919
16.61247,19.15161,0.903882,6291.55,0.6373694997
16.21614,17.40041,0.921991,6594.46,0.488764889
9.69402,12.75912,0.833911,5983.83,1.4640100622
16.92441,22.87451,0.926221,6788.2,0.4643145853
10.2535,14.30148,0.843088,5870.79,1.0567949288
25.22429,26.08918,0.892336,6062.48,0.6564038498
11.44171,12.81081,0.909641,6877.87,0.5039198931
7.98297,10.73982,0.874025,6802.77,0.8497506716
24.06473,28.39175,0.956941,7082.26,0.6159316408
18.21368,20.37573,0.891882,5755.31,1.0643251248
18.52456,19.38011,0.8787,7595.05,0.7404780227
10.31348,13.2485,0.882404,6571.88,0.5756427857
18.44764,20.26865,0.853338,6071.33,0.9585903187
14.08281,20.46415,0.918861,6666.75,0.5247808509
9.74172,11.11598,0.833166,5673.94,0.9213667406
15.05175,18.47425,0.895674,6505.93,0.6103222813
9.75117,12.0807,0.865204,6794.2,0.5886130887
24.22905,25.43742,0.901958,6900.19,0.6512016979
17.62752,21.3649,0.896189,5931.79,0.6674403348
10.5111,12.65891,0.888116,7385.04,0.531782189
16.6096,22.02668,0.921782,6512.37,0.5033106363
6.02932,12.05357,0.781878,5047.56,0.8322356812
22.19582,47.35578,0.957787,7248.17,0.5427568187
15.16886,19.36408,0.933631,7246.84,0.4681465075
43.19558,45.46351,0.944218,7066.41,0.5518791227
13.5038,14.87231,0.763532,4232.19,1.2129315777
27.47238,30.57572,0.945609,7401.6,0.5871909929
15.35136,16.0558,0.802534,4781.84,1.2457222926
25.5395,26.26319,0.928263,7516.97,0.5468531609
10.63348,11.78635,0.876481,6128.21,0.5183212876
11.3585,14.61661,0.847547,6354.83,0.5887838913
25.53821,50.699,0.932703,5699.84,0.6135194611
21.0744,45.34414,0.940208,6456.91,0.5234015254
18.82864,49.80301,0.924032,6669.64,0.7215549974
14.5975,17.25664,0.911871,6949.93,0.4954532619
24.81782,25.21238,0.912133,7326.85,0.5087690793
22.17655,27.5535,0.942379,7175.67,0.5357671986
6.93643,7.7091,0.731277,4056.82,1.7543928604
13.72704,18.53751,0.877561,6252.5,0.6859294182
28.98787,36.09996,0.937032,6920.38,0.645137526
22.41651,32.3746,0.932293,6885.2,0.589145984
6.55642,7.66236,0.726248,3835.07,1.7966237999
22.66511,47.30132,0.951946,7223.4,0.5383666817
13.85341,17.3286,0.917768,6925.28,0.4972303325
8.24435,12.371,0.843414,5856.82,1.7850197827
16.80123,20.22927,0.921718,6933.59,0.4955451575
14.66937,16.71475,0.915702,7132.03,0.4883728482
33.36665,39.51806,0.954047,6912.85,0.5315010012
41.65333,44.63383,0.927905,6827.68,0.5796324037
13.00522,18.32885,0.85645,6543.07,0.7433006148
7.23379,10.0897,0.838167,7300.14,0.9317801858
14.66162,18.00815,0.905285,7323.01,0.5378030178
16.43362,20.90353,0.912474,7243.65,0.55550723
11.48198,14.03334,0.813353,6017.22,1.6898236839
13.55278,19.72799,0.890452,6897.74,0.4640460354
9.37382,13.05277,0.793515,5706.92,1.0237691403
15.69201,17.33331,0.915243,7041.93,0.4896326401
25.31156,26.02368,0.921053,7189.21,0.5131127041
9.74639,12.15886,0.865624,6991.95,0.5748814798
19.85726,22.867,0.928963,7113.59,0.5442114834
22.79496,47.52118,0.939224,6957.3,0.5584157573
24.73559,25.44047,0.911823,7349.37,0.5329960668
12.41526,14.38753,0.802183,4678.82,1.0686745399
10.9868,15.11385,0.815229,5348.36,1.0795063219
12.08843,14.70116,0.844197,5617.07,1.4172244411
12.50259,16.66896,0.863835,6742.02,0.5429364171
14.94724,19.69129,0.914157,7046.81,0.4546887655
13.01393,17.80348,0.867401,6198.93,0.6300216688
15.60257,17.33523,0.914424,6393.95,0.4831087471
13.49465,19.8667,0.89798,6678.56,0.6579309752
10.80077,11.20135,0.50787,2027.43,0.4469878301
13.92708,19.77144,0.879775,6345.51,0.7119632655
15.22165,21.08718,0.924675,6958.53,0.4804385504
7.37025,10.07058,0.744532,4360.96,2.2094273779
10.70198,15.18887,0.894865,7130.92,0.5175182708
15.23242,17.13671,0.914158,6675.46,0.4818809019
40.96072,42.9915,0.925703,6773.78,0.5480892093
7.65505,9.44869,0.857764,7401.7,1.5568977845
10.2661,15.40792,0.855312,6055.03,1.1883021704
14.99202,18.03078,0.923019,6673.97,0.4892989893
21.04284,23.68427,0.94915,7721.63,0.577038826
28.74561,58.45211,0.965012,7850.2,0.6108421311
11.65089,19.05454,0.860847,6644.34,0.7559677342
19.4998,24.56569,0.928117,7557.11,0.5321161735
8.89829,11.35818,0.822514,5722.7,1.3538343159
11.33971,18.08432,0.887472,6002.83,0.7178498292
21.56551,25.06458,0.875349,4765.42,0.6740121262
12.98569,15.47914,0.875497,6531.86,0.5366937698
8.94959,12.24619,0.870208,6005.27,0.5580558272
8.76857,14.99431,0.797833,4904.2,1.4732193097
12.48816,15.28531,0.865326,6028.56,0.6866339093
21.25374,23.40517,0.920307,7858.39,0.4658557138
28.47548,55.11231,0.956248,7394.21,0.5521148357
25.33439,58.18037,0.946477,6482.59,0.51734415
26.32599,30.65787,0.940088,6583.49,0.4985435198
20.83611,23.75488,0.946111,7474.22,0.5441558763
14.57077,17.57594,0.930929,7423.79,0.4910183196
26.85819,56.69983,0.941486,7586.9,0.5300437254
14.30194,21.98252,0.866138,5816.22,0.5012159028
19.07602,22.6949,0.938096,7042.11,0.5066049462
18.62408,19.40797,0.887309,7469.07,0.7219990357
14.09146,17.66197,0.887206,6547.2,0.5694854673
13.8211,20.42448,0.854433,4796.35,1.1470844045
14.11,17.25468,0.850795,5243.55,0.7766918374
13.78702,15.20758,0.798473,4564.19,1.0362109264
19.27268,19.97484,0.92884,6809.05,0.4787629215
28.02302,57.86696,0.968575,6795.52,0.552983321
22.59434,42.49511,0.932971,6385.35,0.582021453
14.63434,15.02439,0.883241,6001.57,0.5886803788
10.57783,14.44482,0.852648,6510.81,0.6858701535
22.01779,42.62105,0.932007,6156.16,0.5459126798
12.43837,15.9622,0.870138,7009.23,0.5425010805
13.212,15.85408,0.889605,6466.28,0.5074017164
12.00375,16.11419,0.86764,6050.43,0.5123018085
12.53888,14.485,0.869941,7147.55,0.6431157152
22.64818,41.4343,0.933199,7272.1,0.530728312
9.70685,12.0042,0.871773,6064.03,0.5572864636
21.60139,42.44821,0.937428,6432.46,0.4912622937
11.63098,14.40352,0.884579,6197.17,0.5302166195
9.52689,11.63301,0.865867,6761.27,0.6037560561
12.93404,15.85694,0.88191,5979.6,0.5011631674
12.94028,14.7246,0.862915,6732.3,0.6171639839
20.50391,24.7369,0.934559,6375.94,0.4784880227
11.93512,16.29693,0.876089,6883.13,0.5360515453
10.97923,14.46715,0.843041,6045.94,0.5282273402
8.82386,13.13325,0.766587,5314.56,0.6937509367
12.92945,13.99017,0.742794,4083.39,0.8433505577
12.25262,16.34273,0.819112,5024.78,1.3131047823
12.91096,15.73158,0.882969,6535.04,0.5245493913
27.34081,32.98693,0.953689,7123.95,0.5826143096
13.12271,19.22495,0.844055,5075.45,0.9769002427
13.99194,16.5281,0.924141,7307.27,0.5172315498
11.86325,14.18384,0.810863,5146.96,0.8391745922
17.73866,30.14976,0.912868,7267.29,0.501101428
15.33442,18.784,0.906441,6265.44,0.6108944672
17.13224,22.5195,0.860507,6623.38,0.5297123067
23.78487,27.07474,0.926445,7118.49,0.4766245036
15.73602,18.96542,0.835757,4561.18,0.4426307275
12.80014,17.5205,0.862052,5907.15,0.8027862508
32.9813,34.28095,0.913626,6002.53,0.3829309237
22.42331,23.06327,0.894316,6473.62,0.3845304799
16.43308,18.73815,0.895053,6474.98,0.666535452
7.67547,8.61411,0.508563,2167.88,0.9336907545
15.60758,20.63934,0.86877,6868.04,0.384571433
22.13585,25.65876,0.902859,7428.53,0.6297092497
10.16761,11.13057,0.814829,6989.88,0.593716223
36.18575,40.22734,0.956487,7795.21,0.5818811473
23.24449,28.33208,0.9098,7167.03,0.580248565
25.73477,28.9321,0.914809,7152.77,0.5480801037
30.46729,31.2007,0.935972,6945.91,0.5305834861
11.21834,12.29234,0.868949,7710.94,0.6073406053
6.81551,8.15703,0.67564,3976.37,0.9849444314
10.67969,12.1222,0.831136,7284.09,0.5598980416
10.18457,10.78777,0.681755,5067.99,1.5822565872
46.09752,47.71768,0.946791,7959.35,0.6142281538
8.5269,9.42834,0.619011,4480.79,1.5174540249
20.21659,21.05496,0.884623,6323.96,0.5067047186
20.19756,25.20759,0.896369,6702.35,0.5125805701
29.25623,30.43268,0.932709,6496.51,0.417567013
30.34716,31.72106,0.947511,7395.01,0.5378733158
26.84918,28.72451,0.932977,6855.06,0.5182697749
21.6242,26.43848,0.91951,7305.94,0.4806791631
21.7296,25.96823,0.920431,7335.86,0.5644567959
34.66196,38.60208,0.951452,7844.66,0.5781012852
10.93207,12.51889,0.841185,7336.6,0.5677494702
45.70195,47.89481,0.960489,7544.15,0.572790465
11.19067,12.2065,0.828956,6377.74,0.591362554
10.0392,11.62088,0.824902,5959.69,0.6122437026
20.14354,20.83716,0.882951,6179.09,0.5135522906
11.50037,12.65673,0.859495,6612.53,0.5246923389
11.84058,13.20874,0.869289,7125.73,0.4685526124
20.00551,23.61043,0.93178,7319.61,0.4801935972
19.62346,22.70288,0.926125,7103.62,0.4230339965
10.18185,13.45128,0.869712,6731.95,0.4815934903
6.7943,8.19062,0.66676,3532.82,1.0850704463
7.49321,8.07391,0.533972,2396.23,1.1146956759
10.85942,14.69072,0.885077,6912.76,0.4815096214
10.73832,12.24951,0.886136,7017.34,0.4801832661
6.43463,8.11997,0.736349,5409.55,1.2979016701
15.75871,19.31273,0.914473,6759.85,0.5698952075
22.20381,25.90873,0.925689,6369.18,0.6465092225
7.50676,11.00352,0.764303,5978.01,1.0529326219
7.66886,8.92986,0.534503,2241.94,1.5149574691
15.19658,16.85818,0.900895,6168.07,0.7276111554
17.05841,18.96123,0.896958,6608.76,0.5878882858
17.35145,30.44898,0.901829,6819.46,0.704351411
18.02072,20.27725,0.907555,6105.98,0.4629127182
15.00962,18.67481,0.89901,6859.49,0.5740347175
23.8512,29.07637,0.905155,6860.86,0.4272488005
