PLD (Å),LCD (Å),Sacc (m2/g-1),φ,NCO2 at 1 bar (mol/kg)
16.41667,17.08108,0.875937,7366.48,0.4259019957
19.2501,23.69576,0.909613,6807.72,0.4217398519
14.66299,15.41582,0.781193,5606.05,0.5368394548
10.85444,14.67207,0.829462,6856.94,0.5124057225
10.63232,14.14822,0.827659,6607.54,0.5569792478
9.13029,14.02793,0.80621,6844.09,0.5165205701
8.12542,13.47879,0.748515,5422.02,0.426850598
19.69315,22.21095,0.901939,7143.54,0.4095887717
23.54294,25.46155,0.923322,7768.77,0.3819656999
17.09116,20.36929,0.910822,7517.74,0.4153158062
20.95597,22.87023,0.906813,6725.67,0.4450870932
20.35545,23.20882,0.913041,6555.35,0.4333302381
14.75167,19.49912,0.886208,7156.46,0.5746135836
14.10965,19.74375,0.897146,7202.09,0.5165719378
20.81176,21.42518,0.846795,5610.5,0.8118247034
12.24807,19.04277,0.856117,5581.76,0.7385161286
16.76877,18.86617,0.895415,7064.62,0.4787736115
19.35502,22.54781,0.916718,6548.51,0.4475901244
19.42777,21.56691,0.917078,6983.2,0.4264198966
18.11873,20.96251,0.917451,7195.79,0.4304738663
10.88609,14.14009,0.832541,5512.41,0.6372444936
18.23252,21.62542,0.895908,6130.09,0.3983546401
8.92446,14.80755,0.777493,5018.56,0.6725532784
11.51265,14.31971,0.839509,5816.3,0.6341404467
22.68083,24.70373,0.929301,7299.99,0.4327761371
16.706,20.60613,0.899878,7243.2,0.5481414804
18.3922,18.91815,0.847831,5467.56,0.6034512396
17.14175,20.78706,0.918494,7303.7,0.4492986635
26.60597,31.97042,0.912366,7739.24,0.4878920309
15.88271,17.44441,0.84459,6257.56,0.6093526509
22.0466,23.26698,0.912258,7789.91,0.4433829998
14.70904,17.85881,0.859372,7217.34,0.6805956488
19.98006,24.0302,0.866382,6104.93,0.8047480769
27.4199,33.77159,0.944541,6821.82,0.439080552
14.24434,18.60602,0.910218,7814.86,0.4513898252
21.27964,30.15657,0.924525,7196.7,0.5492465041
26.33768,31.14737,0.916547,7581.22,0.5493436395
14.33188,16.46976,0.829094,7184.95,0.6254937547
12.72936,17.07548,0.902554,6952.03,0.4600448862
17.76987,22.25864,0.883212,6505.47,0.5791438893
25.66066,40.26741,0.937609,6923.21,0.553513217
19.66164,24.32227,0.934468,6839.81,0.4827933917
23.18194,29.66506,0.940003,6867.18,0.492475416
14.30829,17.97185,0.909187,6364.39,0.4499892667
29.35856,39.57431,0.948413,7369.2,0.6074868557
16.01164,17.34481,0.911733,7899.3,0.492728457
26.42826,36.60717,0.909166,7335.48,0.5595175606
15.93752,21.12647,0.922102,7450.6,0.4902384553
22.91729,26.73989,0.939285,6510.57,0.4956156915
9.82609,13.47316,0.782037,5358.57,1.0692070446
19.74009,22.91515,0.886358,6953.18,0.7306239124
20.43585,21.00291,0.874992,6608.6,0.5482658258
14.31195,20.31487,0.880192,7218.37,0.4774222163
25.89818,27.87431,0.941497,7698.9,0.5006722841
21.14272,25.84929,0.938239,7687.34,0.44441318
19.13151,21.92157,0.894955,7247.24,0.6608503086
29.16896,39.04736,0.953431,7857.77,0.5477795029
18.77926,19.16653,0.878295,6947.21,0.5181971578
19.23048,25.3493,0.931017,7817.51,0.4250711374
19.22539,19.60052,0.877911,6772.98,0.5572863912
22.86184,24.56235,0.923985,7518.74,0.4399221894
19.27334,20.04104,0.865049,5844.86,0.5659082768
20.62078,21.16258,0.873155,5924.91,0.517649658
27.829,60.51321,0.948053,8075.28,0.5432184987
5.80948,7.86139,0.703014,5213.61,1.3806423323
28.37144,35.36001,0.935648,7639.26,0.5100193057
41.31725,42.21864,0.94069,7574.24,0.457911997
13.36484,16.23608,0.904616,7303.03,0.4172272094
15.21387,20.79196,0.903974,7259.7,0.4281681185
24.67557,26.88398,0.941642,6810.77,0.5334292866
17.68585,21.89118,0.881511,6169.46,0.7709230688
19.77487,29.31759,0.911184,7929.8,0.4438535184
17.392,23.35324,0.913431,7401.32,0.44247586
7.1347,10.18588,0.785495,6313.08,0.705835133
18.60096,19.16815,0.829289,5512.63,0.6288574937
21.0003,28.17665,0.919124,6793.75,0.4784486683
19.56713,19.96918,0.861301,6619.26,0.5175753978
18.32669,20.71623,0.846826,5091.82,0.5599439528
4.28837,6.02415,0.484593,2048.1,1.2097754385
15.47583,21.55722,0.887167,6313.51,0.6093145612
18.56034,24.76552,0.926938,7407.37,0.4294969725
23.69822,29.48325,0.948344,7987.68,0.4808318351
18.28905,22.35113,0.93334,7328.9,0.4486582848
22.83513,27.79901,0.9292,7937.27,0.4850455081
8.97844,10.71213,0.816389,4889.2,0.8696832851
19.72555,21.03462,0.774819,5251.19,0.8360584772
22.35216,24.30961,0.811888,5725.93,0.7213462729
10.79931,14.45643,0.814641,6177.35,0.5038155238
19.35478,20.36206,0.859812,7900.77,0.4761940162
24.41204,26.22592,0.851034,7111.57,0.6647196703
22.1171,23.41729,0.931096,7595.57,0.4145128439
11.92424,15.65242,0.830547,6017.1,0.6370757399
22.25812,23.23017,0.949112,7535.05,0.4491087832
12.75541,18.21074,0.868701,7121.19,0.4289017912
19.82245,21.7692,0.938604,8062.31,0.4236326468
21.96191,22.97825,0.890249,6343.02,0.6187107673
25.88743,27.19275,0.869683,7458.97,0.6886847367
22.82004,23.29383,0.925231,6801.37,0.4677842327
12.97015,15.41947,0.833517,5367.82,0.815723931
15.47196,19.86292,0.910742,6950.4,0.4464175564
19.52255,22.24322,0.91893,6885.02,0.4712581855
19.31144,21.14713,0.678108,3653.69,1.0368895203
22.38927,24.46206,0.931602,7017.7,0.4080482524
11.77346,14.24561,0.819482,4972.86,0.6759037805
17.68269,19.65231,0.802799,5759.59,0.6706066836
9.20814,13.36568,0.779985,5912.33,0.519520266
11.2812,15.36936,0.822909,5835.31,0.5984305188
19.90712,21.95935,0.907191,6375.01,0.4136260413
16.87735,19.81274,0.887516,6989.09,0.4391252882
10.42462,15.90783,0.818217,5444.97,0.7622735366
18.00932,20.33325,0.821784,7473.03,0.6843022374
13.93784,17.2416,0.842892,5700.8,0.6601559651
18.61302,19.87802,0.844539,6503.41,0.8515349143
11.03233,16.50938,0.844406,6255.75,0.5800973555
8.44134,13.57997,0.704455,3888.65,1.0060056495
11.67388,15.21597,0.768916,4709.79,0.8531298679
17.80527,24.0692,0.835079,4747.18,0.4377577698
14.27006,19.5628,0.858693,6458.22,0.6274627254
23.83382,27.61174,0.884534,5689.43,0.5485578261
8.71621,13.15238,0.744478,4917.98,0.7080627603
14.46185,34.39465,0.882115,5549.43,0.3548716233
28.4362,35.90488,0.941976,7147.83,0.520562227
18.37184,23.71531,0.920259,7218.85,0.4877953668
13.67147,16.65785,0.833166,6272.05,0.608891233
15.88605,17.9642,0.806615,5733.12,0.8234929941
20.78985,34.56386,0.907375,6408.26,0.6364982646
14.40799,33.66349,0.887159,5653.87,0.3772906647
11.01453,16.39232,0.834888,6305.57,0.5901035394
8.78205,22.8898,0.806815,5007.61,0.4944501674
27.91338,35.60951,0.942338,6963.77,0.4969961706
31.19077,49.32648,0.940576,7048.06,0.590911814
12.63831,21.19195,0.833354,5835.74,0.7738250174
13.87753,33.11559,0.907929,6938.05,0.4210505746
11.78656,18.98339,0.813252,5644.93,0.7552775074
18.66452,23.68591,0.913213,6689.51,0.4649943887
11.04922,17.02381,0.839445,5744.53,0.6974360036
10.04883,12.67425,0.846336,6638.7,0.4989743328
15.90084,17.91873,0.814411,5770.64,1.1073499195
33.94131,39.0881,0.894478,5877.8,0.7741081402
12.53826,17.7374,0.896256,6649.98,0.4451622023
12.62661,17.68134,0.896705,6652.84,0.4447117912
21.66601,31.33828,0.90716,5811.58,0.9680136217
15.76457,34.58109,0.918383,6390.63,0.4280896909
17.23761,23.0053,0.87058,5362.45,0.5107614419
7.81533,12.99069,0.729956,4457.14,0.9938856709
27.63351,35.15884,0.940894,6505.48,0.5015402511
17.65262,24.61804,0.920386,6721.29,0.5533329727
18.52413,22.96791,0.922149,6616.91,0.5075857406
17.50794,23.57877,0.87989,5521.95,0.7328122208
8.46505,13.48622,0.778135,4813.78,0.8636196121
16.66067,22.98209,0.771255,4088.05,1.7385993639
8.72388,22.80425,0.795936,4267.59,0.5424259073
6.91189,9.80554,0.72945,4867.76,0.8269805029
8.16959,23.43798,0.75508,3613.36,0.4709242133
8.30271,23.1406,0.789842,3969.42,0.5672751737
7.70668,22.92255,0.779345,4821.44,0.4892636448
17.44355,23.80998,0.839543,5078.6,0.5733909861
11.06527,16.42595,0.794164,5344.25,0.8193422195
6.65936,7.95357,0.661783,3792.6,1.4327218443
17.26776,23.35658,0.885229,5535.25,0.5743379856
11.04578,20.52889,0.796352,4342.91,2.103887717
6.99533,8.99762,0.747619,5014.61,0.8302123412
11.00615,16.08301,0.695033,3517,0.9241686613
23.57152,49.17969,0.900576,5365.55,0.6114301068
6.99744,8.62666,0.743272,5038.23,0.9103899854
23.67673,49.22321,0.903741,5416.46,0.6115498773
8.15257,12.47917,0.737728,4463.33,1.0273618451
24.57505,37.80833,0.880082,5146.97,0.5656887951
6.98856,10.40517,0.74937,5363.76,0.9437258345
7.9133,12.59678,0.709441,4341.7,0.831737701
8.43962,11.08748,0.735744,5389.6,0.7293906302
11.27844,15.43974,0.811334,5834.2,0.5378610214
17.40463,22.73924,0.847579,4870.84,0.5817528147
20.03129,31.69508,0.825834,4944.78,0.945903857
11.09121,16.25747,0.866556,6403.98,0.6225145097
8.0786,13.78792,0.717045,4378.23,0.7902028178
6.93742,22.20758,0.787284,3981.22,0.5056500428
11.9823,15.09854,0.843303,6032.88,0.5479409113
10.83538,20.30745,0.75046,4056.67,1.577984051
9.51067,10.85582,0.801116,5905.24,0.9371724112
10.55919,20.4587,0.75286,4305.41,1.176427733
10.64089,20.65577,0.756262,4152.02,1.2631165331
17.67858,24.84914,0.917864,7262.12,0.6378821802
12.51176,20.21573,0.813107,5593.42,0.883720272
16.96607,18.20671,0.916376,6880.55,0.7088811079
14.34708,15.76854,0.880199,7272.35,0.9690366383
19.80179,23.32924,0.934012,8081.27,0.5667963279
15.57518,21.86154,0.903687,8273.8,0.5360800874
10.2179,15.25037,0.847762,6933.42,0.6898597002
6.13332,9.66709,0.674658,3853.75,1.5226392888
13.85709,31.55575,0.863425,5270.12,0.6315877592
11.45622,17.81187,0.89967,6961.68,0.5359765819
13.07328,14.57456,0.805072,4621.87,0.7516321034
6.42782,10.28492,0.796352,5862.66,1.6445025277
8.89238,11.53879,0.780069,4652.93,0.9333137103
7.89776,11.25276,0.764252,5587.5,0.715470662
14.47507,22.26706,0.894975,7062.21,0.5030846825
32.95756,36.11012,0.926681,7040.49,0.6032224968
7.74489,10.544,0.780439,5556.6,0.9356439228
32.1214,48.37104,0.940534,7243.53,0.6325038515
23.71962,47.96931,0.942561,7177.01,0.6413222795
22.00601,26.27321,0.922516,7470.46,0.6184479872
13.8139,15.66589,0.84803,7455.09,0.5857459035
11.26785,16.13536,0.87484,7788.73,0.553146784
15.45648,17.70666,0.860596,6794.89,0.6916465212
31.20451,35.04365,0.956164,7876.84,0.6101071325
13.77077,17.75641,0.86292,7394.13,0.6212725822
12.89624,16.20076,0.866192,6793.84,0.560242327
11.51145,14.60217,0.801997,5578.6,0.8905725715
13.95093,22.19206,0.884661,7126.16,0.5728367885
24.19831,28.36832,0.949534,7928.06,0.5624976434
63.08131,67.2982,0.96583,7972.82,0.6391066552
23.32479,25.99974,0.920346,7297.32,0.7306924162
15.08019,27.97355,0.859354,5722.16,0.7209567307
24.33908,28.83901,0.937514,7461.87,0.5625803621
15.39546,22.57424,0.918111,8281.6,0.5343719224
19.26797,31.65039,0.925255,7850.25,0.5432074418
31.99069,37.29017,0.943647,7844.61,0.6159108344
13.87024,19.99078,0.869051,6684.86,0.5315284167
21.43929,22.0995,0.916572,7247.58,0.4695873929
15.53018,16.71748,0.840737,5663.65,0.6527898095
13.91005,16.95775,0.855706,6023.61,0.4965478277
46.89145,54.54318,0.952996,7373.83,0.5707946834
12.69062,16.93622,0.85709,6402.58,0.6646266569
27.20509,27.68644,0.936952,7513.6,0.6025934572
28.69911,60.58671,0.961688,7877.36,0.6711070609
17.69751,19.785,0.916478,7511.59,0.5173343787
24.40714,26.40355,0.937356,7689.79,0.5937839647
23.45337,34.33257,0.92677,7605.91,0.5998027171
13.3441,21.36981,0.888141,7167.32,0.5982814993
22.31425,45.57852,0.95285,7689.26,0.5785066923
30.9241,35.84556,0.965618,8024.13,0.6552276582
15.53463,22.8638,0.931023,8248.69,0.5346922971
24.03873,25.53718,0.940606,7737.85,0.5269697627
31.55687,37.88981,0.953511,7918.25,0.5973336222
25.48232,31.17735,0.941143,7807.21,0.5613527875
30.26,35.19042,0.952436,7216.08,0.5612645299
28.75649,44.39756,0.944992,7410.51,0.591194931
31.56369,34.23773,0.962021,7794.07,0.676452
26.94109,27.21403,0.937247,7430.5,0.5604538947
16.77475,22.76741,0.936931,7878.85,0.5775921951
23.8955,25.52586,0.94502,7529.9,0.5346950364
10.42557,15.04689,0.861911,6978.28,0.496244752
22.42204,37.43459,0.919816,6114.31,0.6224782479
12.0642,15.67068,0.881632,6875.84,0.5195243061
31.91545,37.48335,0.961975,7408.2,0.5934687288
29.70919,36.23181,0.92921,6857.25,0.5632867446
21.70093,32.81768,0.952105,7436.17,0.5353740914
32.46263,38.96847,0.956274,7278,0.5394848644
15.71653,20.13984,0.892766,6727.14,0.6469650935
8.34481,12.88276,0.803399,5313.02,0.9830250597
11.86082,19.24932,0.865926,6234.28,0.6651663855
20.8143,32.93767,0.95013,7357.86,0.5411399562
15.1773,23.91318,0.890441,6267.47,0.61872079
15.0244,30.23673,0.885213,5992.94,0.6506398209
7.97759,14.78563,0.809523,5767.74,1.1328577276
17.21474,20.80902,0.920405,7142.37,0.5673282878
13.24017,22.23542,0.907842,6857.93,0.6106599436
20.30891,20.72984,0.890504,6729.04,0.6380546456
14.53912,17.96841,0.908121,7482.05,0.5501934224
23.16636,28.57856,0.910212,6816.21,0.538492085
32.50599,50.10422,0.937327,7515.74,0.675086998
23.62023,47.87745,0.938927,7691.51,0.7009462326
12.36469,14.72153,0.876898,7004.17,0.6190275542
29.20426,33.03884,0.92281,7224.16,0.56309827
11.48869,12.11635,0.71432,4269.88,1.5444337292
23.64068,48.04748,0.931807,7056.06,0.6591703514
21.70127,26.24597,0.834653,5375.19,0.7175013939
13.32738,22.18063,0.900581,7145.6,0.5775134605
22.85332,28.71721,0.907452,6445.81,0.5023552751
13.0616,28.34247,0.825196,5794.65,0.6057240269
10.45052,12.73759,0.807609,6712.64,0.718678769
32.8734,58.65244,0.936591,7372.84,0.7398747328
10.67835,10.97379,0.738585,4857.79,0.8635202337
26.76415,34.37256,0.92014,7612.76,0.6646056684
13.43599,17.20479,0.892121,7811.55,0.595196096
32.42204,50.03915,0.931555,7287.3,0.6773536966
10.47825,13.46279,0.841634,6933.16,0.7259566817
23.52634,48.2167,0.930149,6745.14,0.6899438139
14.28961,18.8947,0.848192,6388.77,0.8535078476
14.64872,35.09522,0.901864,6833.04,0.5564289503
12.58083,34.69914,0.878044,6431.61,0.4834799828
26.63456,34.42494,0.922197,6982.01,0.6272062547
19.08099,23.03063,0.928764,6760.3,0.5860522615
29.46501,35.14579,0.931441,7060.82,0.5702945422
21.65582,22.01115,0.887398,6794.95,0.7009108724
28.80656,32.61442,0.944561,7499.42,0.5405422282
7.57951,10.44864,0.826144,6818.75,0.7317661994
23.43668,47.47906,0.951145,7670.88,0.561325158
17.81306,25.62356,0.929684,7815.09,0.5352321197
9.38567,10.93285,0.766131,5659,0.8507106118
15.21663,21.42854,0.916005,6818.86,0.5450789774
13.88727,14.54562,0.815714,5409.43,0.7704024336
9.11733,11.68095,0.803239,5892.15,0.6490962438
8.29291,11.62538,0.783389,5745.36,0.7352164656
24.25436,26.28158,0.935478,7349.11,0.5228933106
11.85612,16.74392,0.86128,6816.19,0.6659339482
9.76788,11.21327,0.772357,5243.54,0.9015706679
23.82566,26.21271,0.940513,7387.23,0.5382874997
9.52337,11.18937,0.786526,5553.39,0.8710522623
13.71763,21.94408,0.904458,7005.56,0.4801239098
46.78849,50.36317,0.945945,7297.9,0.5928845155
23.29519,26.30494,0.935941,7235.6,0.5571424012
12.40075,15.80693,0.871266,6614.15,0.5784768072
23.58574,47.65507,0.944419,7206.8,0.553166128
29.96343,34.93187,0.929829,7743.16,0.5612227104
13.52432,15.74325,0.866047,6852.13,0.5363060148
19.96364,33.55406,0.918642,7308.26,0.6416660269
23.79736,26.25436,0.93753,7134.81,0.5229672526
23.18063,47.63,0.946038,7443.68,0.5766865884
9.42911,11.12061,0.770754,5170.22,0.907330739
9.069,11.65535,0.792676,5700.61,0.6551987176
22.55189,26.72047,0.935403,7120.29,0.5105524593
12.46541,14.47663,0.895155,7424.18,0.474963906
14.44289,14.98016,0.815599,4945.87,0.7396395075
24.10035,26.59635,0.932745,7963.73,0.6450614519
24.85178,32.24222,0.895203,6378.05,0.7233866043
12.30021,14.64099,0.885102,7996.71,0.5771931337
11.35058,14.25027,0.885839,8008.93,0.5657395422
23.5498,26.12372,0.93563,7437.51,0.5671951284
11.78493,13.77405,0.86264,7727.06,0.5314748711
29.40641,33.24632,0.930658,7422.97,0.5761882441
19.93076,33.2201,0.913104,6838.85,0.6415497407
9.76976,11.31152,0.744436,4736.95,0.7895496519
29.06658,32.84131,0.925338,7269.25,0.5950445565
12.88429,17.3517,0.882869,6897.15,0.4404782064
13.55685,19.02008,0.913069,7613.98,0.5027594683
10.39016,12.0644,0.822179,5767.6,0.7696488773
22.39307,46.0431,0.94845,7588.59,0.6377141395
15.12728,32.0808,0.91757,6934.67,0.4827345366
14.03698,15.3606,0.847092,6157.6,0.6529602376
10.31596,10.99116,0.79055,5434.74,0.9066415297
13.39557,14.22256,0.828405,5836.53,0.7330367259
29.06273,32.9061,0.936291,7662.4,0.5703635334
11.97151,18.69382,0.858456,6432.62,0.6096527744
21.13505,21.45871,0.87779,7150.87,0.6331912163
12.33744,14.77768,0.889098,7765.71,0.4912318693
22.57298,22.74626,0.738212,3334.91,1.1366833289
14.90508,21.91827,0.919705,7282.99,0.4869241989
10.28682,14.45878,0.85292,6733.51,0.6904311847
24.54461,26.16772,0.944706,7647.62,0.5552473914
13.4147,15.91616,0.904185,7626.42,0.4787447103
10.69095,11.78168,0.805255,5501.7,0.801469293
14.50983,19.35451,0.911099,7760.22,0.5093664526
17.81379,20.13502,0.920094,7363.02,0.4971127348
32.31994,36.92637,0.939242,5962.79,0.5953389761
12.00937,17.69966,0.910708,7441.83,0.5412145637
20.69838,26.08306,0.934006,7228.13,0.5730817525
23.39291,47.85649,0.943945,7078.58,0.6051529056
14.38543,15.00084,0.822036,4793.01,0.8221235155
14.36606,17.31394,0.879909,6957.51,0.6031811641
15.85311,21.99742,0.915811,6958.5,0.5261999507
23.33011,47.56126,0.948057,7587.35,0.5706342193
10.71845,11.84658,0.790972,5347.24,0.8217401918
13.19746,16.06602,0.9051,7287.16,0.5334860176
22.13328,27.02767,0.93158,7328.12,0.5607687697
14.03597,15.16786,0.82445,5264.75,0.7596338521
20.34078,31.73669,0.940832,7672.68,0.5448752336
12.14746,14.84781,0.886894,7809.02,0.5620348081
13.96756,14.93222,0.861837,6674.22,0.8889591602
11.35637,20.40376,0.874842,6454.74,0.7979484773
14.64127,21.39812,0.919689,7265.72,0.5785384499
30.66968,35.62802,0.962845,8193.43,0.5914265412
31.99879,33.15521,0.937043,7925.19,0.5410549284
25.07321,30.61134,0.961604,8662.82,0.5771075375
18.42761,28.05911,0.937125,8901.32,0.5582259839
29.24331,30.4006,0.956784,7793.38,0.5373234435
11.60176,18.66364,0.894589,7595.71,0.6120531869
29.12434,32.22187,0.940174,7278.23,0.5634192073
33.14946,38.9346,0.92357,7330.44,0.4366169743
13.17312,21.12277,0.864896,5825.23,0.3590504003
25.31755,31.66977,0.925578,6492.41,0.46255086
13.81092,14.01171,0.753704,4203.13,0.7620813968
33.20563,39.43826,0.918017,6770.26,0.5064337871
24.27885,25.72333,0.781736,4296.96,1.0299617175
12.63958,21.00603,0.837671,7125.31,0.4920362415
14.36396,17.55038,0.867721,7446.6,0.4953752907
20.98569,41.65631,0.93799,7790.7,0.5014411313
19.00469,30.9255,0.918123,6796.67,0.3987950055
46.76709,51.47515,0.956255,7424.77,0.5041498694
12.54819,19.01599,0.848083,6629.33,0.5067812774
18.53695,39.47582,0.927158,6392.43,0.4291459711
20.75822,31.75991,0.927078,7341,0.4685372465
13.6947,20.66261,0.873897,7150.17,0.3866431293
10.12676,13.07614,0.828553,7348.16,0.482443527
20.33111,25.65179,0.897401,7293.77,0.5054835672
12.50607,17.9876,0.855525,6914.5,0.4771094203
31.3153,34.09368,0.94534,7625.67,0.5188171655
15.62196,16.88676,0.831778,6951.73,0.5446542248
16.12538,22.14451,0.856757,6307.63,0.5582481633
21.65037,26.90852,0.937141,7231.27,0.5043349501
12.91998,20.89948,0.873413,6606.9,0.5387578596
21.37745,43.21076,0.947058,7377.05,0.502296956
21.84648,43.92172,0.945311,7256.75,0.5088385032
13.86758,31.04433,0.898408,6789.37,0.510392323
19.65456,22.62167,0.907664,6557.05,0.4822417936
11.9111,19.67873,0.872947,7052.23,0.5445135922
18.01609,22.47254,0.892778,6906.24,0.5558009185
19.28436,24.01348,0.907797,6949.41,0.4661433115
8.04036,9.94954,0.738609,5406.14,0.9637300416
24.88431,29.11129,0.894761,6626.68,0.4481378335
15.59829,18.41718,0.883106,6505.91,0.5017584985
18.26803,22.88238,0.903858,6729.63,0.4162454985
12.21502,20.66663,0.851841,6336.82,0.3977491156
32.59817,36.45244,0.909011,6190.41,0.4457446231
25.83537,29.88473,0.901445,6416.56,0.4686550818
19.73172,23.81389,0.91216,7548.74,0.5000743902
11.42478,15.83537,0.820358,6988.56,0.5691991649
9.11814,13.55748,0.817602,6370.62,0.5259226389
8.89152,11.51401,0.780069,6230.35,0.6922765615
23.67392,25.5118,0.808236,5151.25,0.973450701
5.65875,7.05867,0.62955,3411.46,1.5944910737
32.93795,38.4816,0.919357,7051.04,0.4253721854
19.4638,23.8622,0.914449,7266.88,0.4740677518
31.65184,36.90969,0.917216,7300.38,0.4930187851
25.61296,29.40306,0.911527,7315.95,0.4930610088
13.17865,20.64236,0.874703,6557.28,0.3775677447
14.03874,16.89149,0.868218,7043.27,0.4673488495
24.35174,25.23373,0.773744,3766.51,1.4359304319
8.16062,13.38334,0.814168,6322.74,0.5585105191
13.85764,18.2548,0.874206,7130.06,0.4708668379
9.42725,14.66386,0.778855,5669.58,0.5148215961
13.39772,20.66816,0.874346,6949.32,0.3682720645
9.18851,13.52705,0.83326,6997.1,0.5316262042
19.70747,24.05832,0.904786,7125.19,0.429914914
13.75971,31.10781,0.879779,6567.54,0.3818022146
9.16612,13.84775,0.789445,6671.67,0.5420556478
12.08134,20.612,0.837477,6336.05,0.3541157752
14.55437,19.77444,0.851415,6444.96,0.6328196298
13.62759,21.05171,0.869818,6445.48,0.4079082764
6.10551,8.5419,0.621459,3662.64,1.2339673712
14.3718,19.22168,0.893843,7046.63,0.4383264685
22.68652,25.90472,0.938538,7846.6,0.5328295791
32.69851,37.98033,0.915991,7327.88,0.4623949182
30.77226,35.81738,0.957111,8226.82,0.5399308162
6.80571,9.41779,0.764803,5220.61,0.7516049116
15.50298,18.75719,0.880543,6357.48,0.4899098159
12.53013,20.80488,0.867999,6023.63,0.4785363317
31.40903,34.3205,0.945828,7244.32,0.6152582794
21.26731,24.29932,0.889652,6770.24,0.649809861
49.2558,56.17131,0.948605,7182.89,0.5500136163
13.48881,18.0974,0.847399,6273.05,0.5925985987
8.34948,12.10358,0.776486,5494.53,0.8420398826
14.34972,16.83397,0.874712,6827.52,0.5290229453
15.78002,19.41562,0.900152,6709.23,0.4438841745
12.51551,19.32148,0.850039,6177.96,0.60691812
13.27184,16.11112,0.865027,6431.23,0.5118130695
21.92032,25.70104,0.936517,7159.63,0.5564234565
30.29889,47.4127,0.949867,7169.56,0.5907929921
15.32445,19.65543,0.894994,7143.76,0.562684509
20.32257,31.80541,0.935049,7092.06,0.5180216999
11.77809,20.44227,0.864154,6446.39,0.6269819982
22.51694,27.62138,0.938292,7160.28,0.5141123967
31.6766,33.02314,0.841669,4911.97,0.7777217954
15.26169,18.73286,0.881814,6404.6,0.5495084818
20.05081,43.3702,0.942163,7304.95,0.6086326695
29.08207,46.71349,0.948544,6898.41,0.5107349888
22.22287,25.5404,0.940949,6965.37,0.5498551346
23.22735,26.64811,0.945767,7029.13,0.5157756976
15.07457,19.91417,0.901387,6745.11,0.6029757603
13.2288,20.76538,0.87313,6060.92,0.4745435842
14.0491,30.9299,0.878688,5658.77,0.4218008516
11.78185,20.89522,0.867094,5934.75,0.46323759
13.65378,18.35534,0.871559,6209.95,0.5358066987
9.66268,12.33025,0.837994,6146.35,0.466480253
15.14322,18.65116,0.898204,6796.68,0.5298606532
8.49814,12.04868,0.776364,5234.04,0.7697225055
11.88852,20.33005,0.871199,6541.53,0.5500043134
23.46319,24.71634,0.823362,4914.97,1.1930629963
12.65505,20.50237,0.880045,6141.57,0.4856699363
23.26978,24.79568,0.827863,4896.53,1.1376775945
6.95298,8.25563,0.679447,4249.97,1.0440426815
8.08596,10.22692,0.776257,5837.77,0.769608564
12.83176,20.74747,0.863238,6354.83,0.4875709458
8.63087,12.48683,0.805935,6047.92,0.4323706652
15.47854,18.19309,0.896439,6808.32,0.5017752927
13.84625,20.41503,0.885851,6568.99,0.4880026794
16.09152,18.81334,0.904346,6845.62,0.5168807722
11.27049,13.73994,0.771105,5852.17,0.9255381359
28.67107,30.60492,0.911711,6970.5,0.5413510465
19.94567,27.02226,0.942607,7593.76,0.5082490402
35.03094,40.1766,0.942464,7624.75,0.5528327088
7.9766,11.7996,0.804327,6364.7,0.8293407214
13.62567,16.10878,0.866372,6971.9,0.5702874025
31.91347,36.1757,0.933428,5453.92,0.6478525203
15.84904,18.84564,0.85967,6363.42,0.8708378585
17.77845,25.31577,0.918279,6966.76,0.6131454682
7.59393,9.48548,0.782107,5263.36,1.1180111006
24.17708,27.17946,0.928357,7312.21,0.6823620332
13.93712,14.4913,0.796239,4802.76,0.7979597174
16.97184,25.2813,0.921522,7200.07,0.632673959
24.25506,27.5877,0.91884,7501.58,0.71175653
23.97437,26.3325,0.917007,7290.76,0.5561166357
9.00909,10.00776,0.693964,5125.04,1.3628035509
16.51631,25.41858,0.904077,7847.78,0.6308061346
24.68129,45.50512,0.942211,8099.96,0.6357192384
15.71934,20.41847,0.907229,7721.86,0.5081859323
19.3467,24.38128,0.894463,7258.98,0.5737924899
13.19203,16.70238,0.839061,6993.68,0.5800066422
16.3877,22.98529,0.935242,8202.25,0.5557631496
15.68841,17.45161,0.85263,6621.87,0.7175374311
12.60058,21.45024,0.873293,7354.04,0.5461165742
9.68629,13.8536,0.829647,6634.47,0.6248634001
21.61244,33.09051,0.939158,7571.4,0.5743228161
25.57041,59.88801,0.952005,6787.27,0.5183155781
11.42525,16.99065,0.870908,7301.22,0.6487242877
16.492,24.24059,0.939429,8289.54,0.554486985
14.68071,22.86043,0.883709,7053.79,0.5848112702
13.91511,16.6469,0.870527,7051.54,0.5750794962
14.61139,23.89579,0.910431,7390.5,0.4998837481
11.96105,21.72729,0.866003,7406.6,0.619712189
22.43917,26.1408,0.887192,7660.04,0.7329434852
9.27866,15.31044,0.821862,7491.44,0.6840194679
15.69346,22.318,0.932797,7948.04,0.5143858999
19.40694,31.96001,0.939989,7675.53,0.4855567991
15.47425,17.58775,0.88062,7278.01,0.5023589448
24.36005,33.10601,0.94987,7989.1,0.5668240173
15.35741,22.00102,0.926853,7633.45,0.4866445392
10.21408,15.34976,0.851229,7016.37,0.5767271747
