PLD (Å),LCD (Å),Sacc (m2/g-1),φ,NCH4 at 10 bar (mol/kg)
14.88969,19.23969,0.887589,6876.55,3.3468864745
35.25164,38.44317,0.953186,7570.6,3.7011507455
17.67636,18.90602,0.942235,7413.99,3.280187568
36.15002,65.70839,0.961648,7559.87,4.1747847372
27.68555,30.12251,0.954228,7576.86,3.7082537775
12.09022,17.39771,0.867424,6872.97,3.1852374764
13.10672,13.99916,0.823158,5233.37,3.5261269085
14.51057,24.90452,0.903765,6790.9,3.0266873136
38.10646,41.15172,0.953594,7426.87,3.7169810381
17.60992,32.79307,0.914564,6690.29,3.3031010214
23.32986,38.17778,0.947887,7478.21,3.4449899374
12.02426,15.37702,0.8959,8157.21,3.2073737465
17.10941,19.20572,0.92924,8137.39,3.5112403909
18.73539,20.78153,0.893334,7401.61,3.5490510116
41.52226,45.59785,0.958675,7159.04,4.1774172994
35.13042,38.40979,0.94866,7204.39,3.5187604576
17.87281,19.35696,0.936416,7223.66,3.1831121205
11.66452,15.64776,0.86023,6032.91,3.0971323361
18.72736,35.93144,0.890871,6142.43,3.0623012169
17.29451,19.1296,0.917081,8025.79,3.3412101134
11.2753,13.16396,0.851758,7491.41,2.8371558597
13.00851,16.73228,0.874478,7678.57,3.1191310626
20.26886,34.49201,0.908989,6476.69,3.2136079017
27.38518,27.53913,0.934013,7307.75,3.1137665115
35.10184,38.20944,0.956134,7562.11,3.8087218297
13.29568,19.73112,0.898886,7025.07,3.2625677756
19.85254,25.83447,0.944999,7687.98,3.4857057987
27.52747,31.36126,0.953062,7352.92,3.6817222828
12.3178,18.03512,0.878,7049.42,3.303131774
16.90598,19.06687,0.859153,6246.42,3.1997201603
19.14714,23.42535,0.904171,7001.95,3.4006241117
34.22965,45.99853,0.952939,7733.7,3.8715320826
16.7608,17.64376,0.864968,6771.52,3.5883263453
18.09766,21.7152,0.890316,7212.27,3.3430446047
37.92,43.7699,0.956385,7012.05,3.8634491005
27.17369,30.58145,0.947573,7190.28,3.4534742818
12.43851,18.01611,0.867318,6222.94,3.0939602019
11.01802,14.22738,0.84384,7051.23,3.2684889988
38.7319,41.79813,0.960298,7663.83,4.0041746742
21.3451,41.06207,0.954772,7526.36,3.7781624508
10.35166,16.97905,0.865414,6526.83,3.5278234009
23.79108,27.51367,0.953423,7658.22,3.7519423737
14.9194,21.3292,0.898699,7500.03,3.3315050212
17.84214,24.06221,0.902304,7143.25,3.3680233025
28.4846,28.87709,0.943671,7769.65,3.5114399888
23.74396,38.29381,0.949626,7783.19,3.7719518773
24.15481,28.55973,0.950341,7380.72,3.7138050471
40.3572,44.52034,0.964143,7359.28,4.3555904271
13.1483,19.32391,0.883985,6886.96,3.2713393238
17.56666,20.32066,0.911569,7373.55,3.2150558464
27.8837,44.16972,0.946556,7570.4,3.9784532881
11.56939,16.5525,0.892417,8004.29,3.1211629468
36.23982,67.07378,0.959192,7916.14,4.546353141
19.54083,41.77994,0.941342,7813.33,3.7268883283
13.28304,13.73004,0.857059,6546.51,4.1001376024
16.60711,26.19952,0.902563,6863.7,3.6146382173
15.14692,21.40455,0.915364,7416.79,3.8691246518
15.17962,20.15409,0.910693,6383.4,3.3919134146
18.26845,19.14999,0.921595,5878.13,3.0096962529
11.3234,12.70799,0.839017,5075.23,3.4994544361
12.89426,14.43408,0.884737,5728.67,3.2136496664
11.06985,14.91638,0.90166,6233.51,2.8418130904
11.16027,14.017,0.789217,5892.23,3.9355953917
18.16375,24.43949,0.93617,7684.39,3.3760576181
14.47162,16.15161,0.857316,6167.94,3.5654239415
18.1183,20.29279,0.926713,7468.47,3.4664908674
11.66434,15.84458,0.828726,5370.55,3.4056228724
22.0584,32.62992,0.952396,8273.03,3.7849413705
22.0584,26.30118,0.900704,7597.09,3.5868529766
34.86267,40.0152,0.973678,8702.19,5.1650421
15.92718,21.61517,0.894741,7235,3.2785244908
21.44438,25.36627,0.948245,7670.55,3.5856229931
23.02163,30.76853,0.957249,7917.34,3.8109350224
21.46901,27.44984,0.930249,7209.43,3.409031711
25.93819,48.65231,0.953218,6129.98,3.9429360052
10.03871,12.36348,0.82676,6070.35,3.0671208786
18.74801,23.56143,0.921361,7042.48,3.0537429632
12.01224,13.27498,0.836558,6398.9,3.0362200848
16.72131,18.10239,0.784402,5429.26,3.1694494313
37.28902,40.89501,0.950843,7267.4,3.7101214444
17.40548,20.59383,0.889354,7051.21,3.0447913091
12.41174,17.66994,0.85376,7054.98,3.2650471767
24.51679,31.28835,0.948031,8355.59,4.0128951195
18.37051,23.53196,0.937736,7844.51,3.3540734249
36.97732,40.99603,0.952955,7398.06,3.7820526617
18.30038,23.19729,0.933586,7598.05,3.1241747894
25.31662,35.74798,0.949327,7831.42,3.8875868874
32.66036,41.92121,0.951649,7700.43,3.9848726117
15.27724,23.93995,0.901094,7355.5,3.139119974
13.15337,21.10911,0.89024,7708.35,3.2937805691
17.71697,22.54356,0.934338,7904.52,3.4858723749
19.12884,26.15927,0.904654,6708.33,2.9096623943
18.80727,23.889,0.943506,7758.48,3.509336884
17.33112,22.68712,0.904423,7542.7,3.4118495644
16.28425,21.57717,0.899314,7080.66,2.9715685696
25.03855,30.71876,0.957265,7547.36,3.8540198221
11.20678,15.94306,0.842947,6299.22,3.2228603905
10.60355,16.61871,0.838685,6702.8,3.2566193615
13.27648,14.71093,0.886921,6592.52,3.258166417
12.89946,15.36303,0.878921,6970.83,2.9646483889
12.17096,15.53805,0.862783,6317.37,2.7873986812
9.34977,10.36886,0.7002,4776.21,3.4574806458
18.48976,27.93631,0.918237,6949.61,3.03064851
18.95892,27.43157,0.929769,7601.42,3.2277860798
8.89402,12.60039,0.78315,5611.56,3.2872758806
10.90302,17.42573,0.84063,6418.77,3.0819876384
18.38953,23.33776,0.925151,7458.11,3.0834120469
26.32857,26.75017,0.920645,7999.94,3.4148961857
13.48647,16.28446,0.890843,7311.4,2.7564853881
15.00786,19.39798,0.861869,6749.24,3.2096242244
11.62487,16.80124,0.839869,6795,3.2375021356
19.69105,23.75206,0.925259,7787.29,3.2707806495
17.33937,21.11309,0.902264,7467.81,3.0208471418
25.66156,31.71592,0.925832,7561.9,3.2850814852
11.2585,17.23561,0.855662,7077.78,3.1175396688
11.83222,13.22772,0.799176,6520.21,3.7013896028
34.65367,42.35583,0.955601,7967.35,4.2206767593
10.29116,15.03908,0.866895,6453.11,3.2211101355
14.69926,17.54344,0.85784,6243.44,3.1308366608
17.30637,20.0044,0.921033,6317.23,2.777084829
34.80704,42.04242,0.957743,7722.16,4.0435568455
26.62192,31.4611,0.956462,7777.94,3.9466710901
18.94803,21.03827,0.889876,6790,2.9388061525
18.62146,27.26465,0.90203,6465.59,2.8236605303
16.36936,17.5405,0.85864,5889.4,3.3493780429
26.0773,36.70915,0.949674,7784.37,3.7470382612
34.13354,36.99237,0.9519,7910.14,3.9525043258
16.45873,21.07218,0.881195,7370.93,2.9864324475
24.66042,25.84551,0.950832,7684.38,3.5941396469
25.72139,31.72922,0.951665,7424.93,3.6099888415
38.23528,41.32426,0.950372,6266.93,3.2876110375
25.18687,37.09403,0.953566,7478.37,3.7631225778
17.62801,32.13991,0.895029,6536.98,3.2641389894
13.57773,21.85006,0.859213,6382.3,3.2315870945
24.70514,25.9456,0.953012,7758.64,3.684447808
24.69467,36.06966,0.946288,7281.55,3.4499646758
23.57012,27.86829,0.956991,7819.7,3.8563888967
23.81949,29.45621,0.929346,7425.59,3.391483185
16.28488,21.81024,0.895952,6590.4,2.8094581932
24.96842,27.95804,0.950951,7258.64,3.4744204872
17.55619,23.66717,0.914953,6914.49,3.2994173477
25.32899,49.39137,0.963471,7406.85,4.1793989891
17.46486,22.33135,0.906789,7147.66,3.2979032657
33.70958,36.53963,0.957259,7525.02,3.9334368761
19.53862,22.66156,0.89543,5968.5,2.8891611382
12.82284,16.41976,0.838754,5524.2,2.8032430943
22.95474,24.62419,0.890438,5753.74,2.9083445792
25.38025,36.13957,0.955666,7166.8,3.7105791913
24.47114,49.54729,0.960316,7188.28,3.9775070764
18.12971,28.2041,0.925981,6985.04,2.995981931
18.36008,23.494,0.929214,7059.28,3.0676205832
17.63096,23.60293,0.929752,6645.91,3.108784332
21.67212,25.9791,0.903528,6943.19,3.1051689291
17.74056,26.37679,0.912863,6641.46,2.9178280249
27.08071,37.03369,0.939548,7293.71,3.6355400518
17.09177,21.68962,0.903903,7078.84,2.9886889807
16.79408,37.77578,0.930735,6822.35,3.1908988658
16.96574,18.50232,0.913339,6608.71,3.0440220165
17.23102,37.0426,0.922463,6426.5,3.0866427868
15.44495,21.13265,0.88953,6956.88,2.9363253636
23.50922,26.38013,0.934488,7255.31,3.1753787055
12.88134,15.98892,0.864781,6378.03,3.1328516353
10.78102,15.78741,0.836485,6311.62,3.1343275239
25.63744,28.12499,0.934138,6845,3.1102635107
18.19886,27.85411,0.922629,7010.43,2.9831098375
17.73897,27.92519,0.927539,6825.17,2.9855150173
17.76232,27.81857,0.920758,7012.44,2.9616228757
18.26427,22.8215,0.924917,7186.75,3.0820379596
8.69537,13.02008,0.840756,6296.7,3.1660349744
15.46624,37.7589,0.926307,6667.34,3.0497526198
9.35398,10.01756,0.792957,5603.2,3.576329769
19.11931,23.43456,0.927358,7161.46,3.0838185509
9.97105,11.47951,0.839174,6873.56,3.2579144907
11.71817,18.78854,0.860705,6005.5,2.9893606955
16.20575,17.70377,0.863561,6037.75,3.2621617336
13.30436,17.68864,0.877366,6430.02,3.1983811085
29.49458,30.94881,0.94206,7146.26,3.2570049754
17.80966,19.11166,0.934385,7395.97,3.3255639135
16.32114,17.91107,0.865179,6123.46,3.4438742937
19.97019,22.88671,0.935847,7356.74,3.311155113
17.73776,18.62172,0.929566,7023.86,3.1955556207
27.92556,28.74919,0.933154,6783.17,3.0940520661
29.57651,31.03136,0.938834,6923.21,3.195472365
13.03221,15.96917,0.859693,6942.41,3.1574919686
23.34051,30.842,0.952919,7723.98,3.6699632602
11.73336,19.00365,0.888799,7178.53,3.2948962183
41.71277,48.3309,0.956411,7702.57,4.0932499424
26.57725,30.88904,0.94897,7938.98,3.8104469138
26.72403,39.16705,0.935335,7700.25,3.8059384572
33.28176,36.00132,0.949028,7877.24,3.8097417383
44.45048,44.60668,0.955398,7974.08,4.1158881499
12.60757,16.97653,0.89962,7074.99,2.8954651493
35.77902,64.67492,0.95758,6999.19,3.8514885491
13.36957,15.16198,0.872033,6099.45,3.0533684198
18.6962,28.37326,0.928555,7376.17,3.2990883651
31.87954,35.32598,0.939509,7078.92,3.4831940308
18.53146,29.45039,0.931443,7167.76,3.1890705971
25.0132,32.20675,0.93693,6819.13,3.2448310962
12.39307,17.27173,0.843407,7015.57,3.3347499542
18.37113,19.46256,0.922323,7685.93,3.4658833214
26.74799,29.76699,0.932465,7734.16,3.6628274876
12.19184,16.00178,0.809031,6785.59,3.4218847359
29.23367,31.26327,0.934334,7924.65,3.7980446561
20.22056,21.30394,0.920428,7649.59,3.477333935
27.80698,28.38253,0.92515,7988.63,3.5622519047
31.10714,35.95051,0.954281,8258.05,4.1267729331
22.92458,24.28113,0.890548,5756.62,2.9625048767
22.92458,23.41309,0.820989,4676.53,2.7679851609
24.55305,36.31268,0.947737,7476.09,3.4983785904
15.33204,20.99908,0.893493,6997.42,2.9787806979
24.76884,31.61897,0.95023,7676.44,3.6951673656
22.52617,28.00864,0.947115,7670.47,3.5165864587
36.60828,37.13662,0.96237,8380.85,4.3239640589
24.81897,28.70382,0.926417,7879.36,3.6665521075
11.78928,16.8435,0.875559,6924.41,3.4275769578
19.11273,20.13072,0.941415,7617.71,3.4830733547
15.45657,20.97869,0.897336,7551.72,3.3699305795
12.20181,14.21689,0.897688,7842.34,3.2721270953
34.56975,39.71711,0.958501,8373.51,4.4988907818
23.19945,23.9935,0.948994,8352.04,3.9053397123
18.99988,27.37836,0.922275,7188.06,3.2734341583
10.13361,13.00535,0.846967,6423.62,3.0786893068
23.4716,25.19604,0.950113,7701.42,3.4634107802
19.72872,26.36342,0.892767,5711.79,2.8917329543
14.39115,17.87359,0.831769,5105.74,2.7715091487
43.35744,82.17021,0.972524,7446.47,4.9149999528
19.40487,27.49581,0.901815,6113.11,2.6885075644
41.41266,44.58968,0.953343,6866.19,3.571727341
36.51231,40.61328,0.961377,7654.53,4.2505471184
35.67797,36.11342,0.957066,7816.39,3.9381816118
51.26087,55.9293,0.972006,7744.93,5.2399071774
35.19968,40.08206,0.96332,7972.43,4.3372662554
14.43327,30.03647,0.911693,7579.07,3.2485776948
22.75343,28.84659,0.944217,8046.33,3.8715801507
35.17679,39.1782,0.967152,8156.57,4.6195844428
36.55956,54.66792,0.9628,8156.99,4.4316068677
24.98509,31.94274,0.960259,8178.88,4.1703712293
32.37425,35.82469,0.965735,8204.29,4.4487847437
36.10515,36.80211,0.959554,8065.01,4.0958559325
55.99656,56.11312,0.966433,8060.98,4.5840587373
32.19173,39.02728,0.962454,7983.19,4.2902700339
25.39699,36.674,0.954381,7959.9,4.048150159
25.86729,36.76934,0.952613,7487.21,3.6136145569
24.23084,25.63049,0.95205,7560.35,3.5574582328
45.89969,81.29451,0.969728,7598.86,4.7478986254
35.66674,46.78731,0.970706,7780.03,4.7401188723
32.20471,35.63819,0.965661,7940.75,4.3724725877
32.23727,41.4901,0.961333,7824.19,4.2229796669
28.79505,29.74908,0.88136,6693.99,3.7417360993
27.71946,46.74068,0.963371,7963.89,4.4317483026
35.87067,36.03845,0.955616,7646.93,3.6361167953
33.94465,36.48171,0.955724,7595.11,3.6779167747
23.19457,26.97878,0.904522,6418.48,2.9912293548
15.62264,19.48962,0.854101,5098.25,3.051673187
9.43513,10.76915,0.742385,4455.78,3.4500017152
13.15732,34.71753,0.896224,6724.48,3.2271134564
26.71902,30.9031,0.945996,7481.92,3.5396935288
16.7623,18.90222,0.735,3771.62,2.7270862869
25.68227,36.94635,0.96172,7588.59,3.934707998
20.03749,26.51508,0.90934,5822.51,3.2554960934
37.73551,40.58148,0.95605,7434.85,3.9072163906
43.88,44.00928,0.955206,7554.05,3.9339535606
22.93763,31.01574,0.942443,6694.81,3.3711626244
18.13632,22.06348,0.940075,7149.94,3.379408934
26.19958,28.46278,0.948741,7112.03,3.6588926549
5.97436,18.36226,0.840215,6718.24,3.4456961413
32.71637,35.66683,0.931668,7866.07,3.6841529876
35.59675,59.75862,0.946198,7738.23,4.0849481921
30.98798,32.87816,0.926811,6988.37,3.675612585
22.98903,23.73185,0.91565,7859.97,3.4441161373
37.20982,37.70468,0.930085,7859.58,3.7976863512
23.93865,27.75138,0.944383,7712.56,3.6810339697
17.39402,35.55655,0.900986,6393.29,3.3663670013
10.68577,13.25428,0.856929,7204.28,3.5448933161
27.87452,40.68256,0.921459,6973.91,3.5733551896
13.03472,16.38511,0.835217,6106.51,3.2683104744
19.11167,24.56935,0.921025,7242.61,3.2975512547
22.13823,27.78204,0.939189,7547.22,3.6759550929
32.19797,34.53033,0.938094,7004.52,3.5949399225
23.58771,27.90736,0.937486,7818.72,3.6562178618
13.26736,18.64463,0.873291,7304.93,3.4007748746
34.53016,42.52723,0.946933,7442.51,3.8600647406
20.47379,25.41016,0.943169,7575.15,3.5934346966
17.55341,19.13661,0.922041,7637.54,3.3687062455
6.89006,19.75938,0.770718,5114.88,2.9704714897
35.27655,43.16265,0.942132,7897.89,3.9108373467
23.28939,28.45924,0.94439,7769.39,3.799122042
13.27514,17.90445,0.867018,6810.06,3.3992146831
12.89875,16.93205,0.87913,7615.35,3.4037433362
39.20028,43.70786,0.955762,6804.15,4.1219142541
35.81302,61.57541,0.960608,7511.32,4.214518784
23.43156,27.89032,0.951836,7315.98,3.6214506022
12.35885,20.21775,0.884014,6455.92,3.2134988846
35.10789,38.20395,0.94927,7935.1,3.9835890274
10.9417,13.43355,0.858404,7451.34,3.5144643084
25.90243,29.34486,0.943275,8001.16,3.8022610663
14.50038,20.84365,0.882645,7577.38,3.4818556922
17.44872,19.82394,0.884242,7816.53,3.3825388232
14.93302,20.74444,0.890214,7648.35,3.5700859961
12.59809,19.53451,0.878545,7653.2,3.4040592177
13.17443,19.72391,0.870953,6463.94,3.3091809764
17.23237,19.04813,0.904617,8079.28,3.3371717804
27.69554,29.49816,0.926377,7669.47,3.672283762
18.02902,26.91481,0.929098,7283.7,3.2830601712
30.81463,36.50445,0.940089,5989.68,3.568559609
9.90232,13.19746,0.845082,5771.34,3.2198969432
22.27366,49.51649,0.95135,7152.49,3.7623460711
39.61583,43.69988,0.95652,6771.68,4.1065992174
35.91521,63.16166,0.962027,7245.46,4.2052415755
43.23203,43.46841,0.94837,7216.11,3.7833137846
23.9935,27.83047,0.944099,7233.51,3.5211062467
15.74943,33.86449,0.898161,6681.92,3.1784554157
19.10693,21.30929,0.944782,7727.73,3.3424149017
18.23554,19.25399,0.941437,7868.22,3.3429532498
28.19928,28.7958,0.909829,7059.82,3.4161143827
38.02828,42.11814,0.958112,7711.51,4.2774590888
12.04137,18.53918,0.881515,7158.07,3.2560807646
7.90858,19.51491,0.838941,7512.69,3.6053628445
22.78776,28.4524,0.946576,7914.99,3.7156653501
42.96976,43.08067,0.950284,7928.21,3.906474145
10.25806,13.11257,0.858625,7540.48,3.3391109318
26.22706,29.7296,0.942163,7800.97,3.6435474132
16.52926,17.40307,0.843285,6457.58,3.4362796376
16.79615,22.62509,0.884888,7134.56,3.2956969135
16.5255,21.66636,0.888572,7382.02,3.3915320829
14.55756,24.12715,0.901073,6960.43,3.124219795
37.3347,40.14473,0.954052,7766.37,3.8283891492
15.44188,20.79531,0.89744,7421.23,3.2971269028
18.89601,29.14749,0.941434,7752.48,3.389417635
14.99862,33.96424,0.89625,6797.51,3.2199841558
27.27369,31.0995,0.951444,7585.85,3.5859488346
15.84403,27.0673,0.897005,6694.06,3.0680450885
29.74434,30.49176,0.953167,7833.89,3.721193073
31.47203,34.43836,0.951114,7803.52,3.700367342
12.26456,13.30619,0.816773,5452.78,3.5818406927
18.71179,20.10539,0.938715,7514.56,3.2871112062
26.18488,30.58475,0.949536,7729.61,3.6435399522
17.6789,18.57711,0.935838,7797.75,3.272456773
27.34488,33.85829,0.946162,7478.43,3.6516142557
11.79831,23.616,0.898702,7095.77,3.2068157413
24.96953,29.0302,0.947032,7340.91,3.4931892398
27.30508,37.37215,0.949522,7732.11,3.7417414791
26.19273,26.59243,0.939576,7926.74,3.3231013348
5.8165,7.18589,0.676576,4093.57,2.7271547242
26.03226,31.0245,0.955169,7677.47,3.879954923
13.52679,23.35058,0.906079,6795.34,3.2256263705
10.75719,15.9187,0.858933,7179.36,3.4074119797
14.09482,14.39052,0.834742,5538.42,3.4316366446
29.09131,30.31326,0.947097,7882.96,3.6567398356
25.13748,30.11761,0.929234,7218.75,3.4827399962
11.25152,13.65722,0.890016,7380.35,3.0822783413
26.55191,36.84105,0.950727,7412.22,3.5951585575
17.55132,21.66936,0.908979,7052.59,3.1973091452
13.8313,19.09533,0.888284,6708.85,3.0913368131
25.21098,29.24726,0.94586,7691.24,3.5710762013
38.20608,44.37987,0.954606,7993.44,4.4029169784
11.27274,15.36535,0.897524,7759.36,2.9635018334
17.70602,24.75473,0.920011,8039.57,3.2490566938
25.88723,26.3582,0.927048,8023.83,3.2756009522
23.2516,27.48189,0.931221,7906.26,3.3983109589
11.29292,14.32391,0.884992,7372.27,3.0304351265
13.26162,20.34246,0.88587,6902.04,3.0561097729
16.99716,33.61842,0.905147,6474.97,3.1580035433
33.19914,45.74392,0.951239,7262.29,3.5879204571
17.48174,20.43803,0.931538,7386.01,3.0809312004
17.4183,20.81337,0.921532,7524.23,3.0904007897
11.99097,12.79774,0.771854,4677.76,3.3440700616
26.42341,26.62501,0.918308,7771.05,3.1404934809
13.50006,19.8084,0.875152,6683.37,2.9410456587
35.35549,43.40535,0.938918,7484.53,3.5067706136
43.1534,43.2969,0.940146,7182.34,3.4684084562
16.00103,17.47451,0.771183,4399.33,2.9056243787
23.83203,54.73314,0.945769,7642.79,3.9341063325
6.9767,17.57935,0.834007,6845.33,3.875982813
29.24806,31.59361,0.955137,7599.09,3.746923814
36.31429,39.33546,0.951886,7805.47,3.8240315151
5.8248,21.23959,0.835511,7747.62,3.4960043911
14.7251,19.66866,0.885995,6840.52,3.2210302433
16.06005,20.00291,0.89314,6911.64,3.1407901411
12.39538,13.67601,0.804452,5160,3.6102381366
20.52525,23.94331,0.906753,6888.5,3.2104835091
11.8553,17.40625,0.906573,7714.38,3.1234552149
14.55674,19.73719,0.863647,5972.71,3.0877224953
12.54176,14.74995,0.893404,7656.96,3.1092668686
9.89538,20.25821,0.862476,6634.28,3.2834875641
14.61884,22.01274,0.897642,6827.8,3.3878028641
26.62404,30.81383,0.945997,7139.7,3.7255958621
21.99888,28.02833,0.94376,7497.4,3.7444550092
18.6889,30.19646,0.940136,7454.92,3.3203542686
12.00604,19.56075,0.882739,6891.34,3.114409079
16.6174,18.79295,0.769699,4664.65,3.0917071492
29.67543,31.01051,0.951853,7594.35,3.7411152453
35.19445,45.41569,0.94691,7490.76,3.6920731129
10.20907,12.69396,0.823111,6414.14,3.4517126999
35.53722,47.44572,0.957014,7927.85,4.1153138952
11.72815,15.43585,0.882147,7016.57,3.4743440139
9.95101,20.15872,0.873432,7116.44,3.5146768
22.92858,36.93831,0.949255,7942.79,3.7797021134
39.15938,42.50538,0.957339,7328.55,4.1630790207
11.5942,16.25191,0.905648,7542.38,3.1100920949
17.84585,23.50033,0.916967,7624.99,3.5778808608
12.40061,25.57573,0.913444,7791.13,3.5619969197
36.60762,37.061,0.960362,8163.55,4.2114767509
12.24084,16.90864,0.905131,8023.72,3.3544927295
11.90555,15.34221,0.894609,7842.93,3.2316574987
19.87685,29.27771,0.932831,7924.67,3.5011445261
26.49076,30.82856,0.94238,7808.23,3.742381687
16.3408,19.55924,0.890298,7642.55,3.4384520883
32.60457,41.27038,0.935464,6084.49,3.9437422641
22.06096,22.8262,0.910587,6955.45,3.8459669451
24.75706,26.44763,0.943557,7872.05,3.7436849473
14.97412,21.22531,0.926305,7594.83,3.2849978184
22.04873,25.58785,0.918543,7168.29,3.6554581948
